userID,type,reward,amount
1,free,Jedi Knight Guardian,1
2,free,Mk 1 Chiewab Hypo Syringe Prototype,1
3,free,Mk 1 Nubian Security Scanner,1
4,free,Mk 1 Nubian Security Scanner,1
3,paid,Mk 2 BioTech Implant,1
2,paid,Credits,700
1,free,Ewok Scout,1
4,free,Mk 3 Neuro-Saav Electrobinoculars,1
3,free,Mk 2 BlasTech Weapon Mod,1
4,free,Mk 2 Neuro-Saav Electrobinoculars Prototype,1
3,free,Hoth Rebel Scout,1
1,free,Mk 1 Nubian Security Scanner,1
2,free,Mk 2 Nubian Security Scanner,1
1,free,Mk 2 Nubian Security Scanner Prototype,1
2,free,Mk 1 Neuro-Saav Electrobinoculars,1
3,free,Mk 1 Loronar Power Cell,1
2,free,General Veers,1
4,free,Mk 1 Athakam Medpac Salvage,1
