userID,type,reward,amount
1,free,Mk 2 Nubian Security Scanner Prototype,1
2,free,Mk 2 Nubian Security Scanner Prototype,1
3,free,Mk 2 Loronar Power Cell,1
4,free,Mk 3 Neuro-Saav Electrobinoculars,1
2,free,Mk 1 Nubian Security Scanner,1
3,free,Mk 1 Nubian Design Tech Prototype,1
4,free,Snowtrooper,1
1,free,Mk 4 BioTech Implant,1
2,free,Mk 1 Chiewab Hypo Syringe,1
3,free,Credits,700
1,free,Mk 1 CEC Fusion Furnace,1
4,free,Mk 3 Merr-Sonn Shield Generator,1
3,free,Mk 1 TaggeCo Holo Lens,1
4,free,Mk 1 Neuro-Saav Electrobinoculars,1
1,free,Mk 4 Loronar Power Cell ,1
3,free,Mk 1 TaggeCo Holo Lens,1
4,free,Mk 2 Loronar Power Cell,1
1,free,Mk 1 Arakyd Droid Caller,1
4,free,Credits,1000
2,free,Jedi Consular character,1
2,free,Mk 2 Neuro-Saav Electrobinoculars Prototype,1
