userID,type,reward,amount
1,free,Credits,700
2,free,T2 Training Droid,5
3,free,Mk 4 BlasTech Weapon Mod Prototype,1
4,free,Jedi Knight Guardian character,1
3,free,Mk 6 Neuro-Saav Electrobinoculars,1
2,free,Mk 2 Neuro-Saav Electrobinoculars,1
1,free,Mk 2 Nubian Security Scanner,1
4,free,Snowtrooper character,1
4,free,Mk 6 TaggeCo Holo Lens Prototype,1
4,paid,Snowtrooper,1
3,free,Mk 2 Neuro-Saav Electrobinoculars Prototype,1
1,free,Mk 1 BlasTech Weapon Mod,1
2,free,Mk 2 Neuro-Saav Electrobinoculars,1
1,free,Mk 2 Neuro-Saav Electrobinoculars,1
1,free,Mk 2 BAW Armor Mod ,1
3,free,Mk 1 Chedak Comlink Salvage,1
4,free,Mk 1 Loronar Power Cell,1
2,free,Mk 2 BlasTech Weapon Mod,1
4,free,Mk 2 BioTech Implant,1
2,free,Mk 1 Chiewab Hypo Syringe Prototype,1
2,free,Count Dooku,1
