userID,type,reward,amount
1,free,Credits,500
2,free,Mk 1 Neuro-Saav Electrobinoculars,1
3,free,Mk 1 Nubian Security Scanner,1
4,free,Mk 1 Arakyd Droid Caller,1
1,free,Mk 1 Fabritech Data Pad,1
3,free,Mk 2 TaggeCo Holo Lens,1
2,free,Mk 1 TaggeCo Holo Lens,1
4,free,Credits,1000
1,free,Mk 2 Neur-Saav Electrobinoculars,1
3,free,Mk 2 BioTech Implant,1
2,free,Credits,500
4,free,Mk 1 Fabritech Data Pad,1
3,free,Mk 2 Neur-Saav Electrobinoculars,1
2,free,Mk 2 BAW Armor Mod,1
4,free,T3 Training Droid,1
1,free,Count Dooku,1
1,free,Mk 2 Neur-Saav Electrobinoculars,1
1,free,Mk 2 BlasTech Weapon Mod,1
2,free,Ima-Gun Di,1
4,free,Mk 2 SoroSuub Keypad Prototype,1
