userID,type,reward,amount
1,free,Credits,300
2,free,Mk 1 BioTech Implant,1
3,free,Mk 2 Neuro-Saav Electrobinoculars,1
4,free,Ahsoka Tano,1
3,free,Mk 3 TaggeCo Holo Lens,1
4,free,Mk 1 CEC Fusion Furnace,1
1,free,Mk 4 Neuro-Saav Electrobinoculars,1
4,free,Snowtrooper,1
3,free,Credits,500
4,free,Mk 1 BAW Armor Mod,1
3,free,Mk 1 BlasTech Weapon Mod,1
4,paid,Mk 1 BAW Armor Mod,1
4,paid,Mk 2 CEC Fusion Furnace,1
4,paid,Mk 2 BlasTech Weapon Mod,1
4,paid,Mk 1 Fabritech Data Pad,1
4,paid,Mk 2 BioTech Implant,1
4,paid,Credits,1000
4,paid,Mk 3 CEC Fusion Furnace,1
4,paid,Jawa,1
4,paid,Mk 1 Arakyd Droid Caller,1
4,paid,Mk 1 Merr-Sonn Shield Generator,1
4,paid,Mk 1 Loronar Power Cell,1
4,paid,Snowtrooper character,1
4,paid,Mk 1 A/KT Stun Gun,1
4,paid,Mk 2 Nubian Security Scanner,1
4,paid,Credits,300
4,paid,Count Dooku,1
4,paid,Jedi Consular,1
4,paid,Mk 1 Neuro-Saav Electrobinoculars,1
4,paid,Mk 1 Czerka Stun Cuffs,1
4,paid,Mk 1 Merr-Sonn Shield Generator,1
4,paid,Mk 1 BioTech Implant,1
4,paid,Ewok Elder,1
4,paid,T3 Trainng Droid,1
3,paid,T1 Training Droid,10
3,paid,T2 Training Droid,10
3,paid,Mk 2 Neuro-Saav Electrobinoculars,1
3,paid,Mk 2 BAW Armor Mod,1
3,paid,T1 Training Droid,10
3,paid,Mk 1 BioTech Implant,1
3,paid,Mk 1 Fabritech Data Pad,1
3,paid,Mk 1 Nubian Security Scanner,1
3,paid,Mk 1 Loronar Power Cell,1
3,paid,Snowtrooper character,1
3,paid,T3 Trainng Droid,1
3,paid,Mk 4 BlasTech Weapon Mod,1
3,paid,Credits,500
3,paid,Mk 1 CEC Fusion Furnace,1
3,paid,Mk 2 BioTech Implant,1
3,paid,Mk 3 TaggeCo Holo Lens Prototype,1
3,paid,Mk 1 TaggeCo Holo Lens,1
3,paid,Mk 2 Nubian Security Scanner,1
3,paid,Mk 2 Nubian Security Scanner Prototype,1
3,paid,Count Dooku,1
3,paid,Ewok Elder,1
3,paid,Mk 2 BAW Armor Mod Prototype,1
3,paid,Mk 1 Nubian Security Scanner,1
3,paid,Mk 1 Loronar Power Cell,1
2,free,Mk 2 Loronar Powr Cell,1
1,free,Mk 1 TaggeCo Holo Lens,1
1,free,Mk 1 Fabritech Data Pad,1
1,free,Mk 2 BAW Armor Mod,1
1,free,IG-86 Sentinel Droid,1
1,free,Mk 1 Loronar Power Cell,1
1,free,Mk 1 Arakyd Droid Caller,1
1,free,Mk 1 BioTech Implant,1
1,free,Mk 2 Nubian Security Scanner Prototype,1
1,free,Credits,1000
1,free,Ima-Gun Di character,1
1,free,Mk 3 Chiewab Hypo Syringe,1
1,free,Mk 1 Arakyd Droid Caller,1
1,free,Mk 1 BAW Armor Mod,1
1,free,Tusken Raider,1
1,free,Mk 2 Merr-Sonn Shield Generator,1
1,free,T3 Trainng Droid,1
1,free,T2 Training Droid,5
1,free,Mk 2 BAW Armor Mod,1
1,free,Mk 1 Czerka Stun Cuffs,1
1,free,Dathcha,1
1,free,Mk 2 BAW Armor Mod Prototype,1
1,free,Mk 1 Nubian Security Scanner,1
1,free,Mk 1 Nubian Design Tech,1
1,free,Mk 2 Nubian Security Scanner,1
2,free,Mk 1 Arakyd Droid Caller,1
2,paid,Mk 2 BAW Armor Mod,1
2,paid,Mk 1 Fabritech Data Pad,1
2,paid,Mk 1 BAW Armor Mod,1
2,paid,Mk 2 BioTech Implant,1
2,paid,Mk 3 Nubian Security Scanner,1
2,paid,Mk 1 BlasTech Weapon Mod,1
2,paid,Mk 2 Nubian Security Scanner Prototype,1
2,paid,Mk 4 BioTech Implant,1
2,paid,Credits,1000
2,paid,Mk 2 BlasTech Weapon Mod,1
2,paid,Mk 4 BlasTech Weapon Mod,1
2,paid,Mk 1 Arakyd Droid Caller,1
2,paid,Mk 2 BioTech Implant,1
2,paid,Mk 5 BioTech Implant Prototype,1
2,paid,Mk 3 Nubian Security Scanner,1
2,paid,Mk 2 CEC Fusion Furnace,1
2,paid,Mk 1 CEC Fusion Furnace,1
2,paid,Pogge the Lesser,1
2,paid,Mk 1 Chiewab Hypo Syringe,1
2,paid,Clone Wars Chewbacca,1
2,paid,Royal Guard character,1
2,paid,Mk 3 BioTech Implant,1
2,paid,Mk 2 Nubian Security Scanner,1
2,paid,Mk 1 Loronar Power Cell,1
2,paid,Credits,700
2,paid,Mk 2 Merr-Sonn Shield Generator,1
2,paid,Mk 1 CEC Fusion Furnace,1
2,paid,Mk 2 Nubian Security Scanner Prototype,1
2,paid,Mk 1 CEC Fusion Furnace,1
2,paid,Mk 1 Nubian Security Scanner,1
2,paid,Mk 1 BAW Armor Mod,1
2,paid,Mk 2 Neuro-Saav Electrobinoculars Prototype,1
2,paid,Mk 1 BAW Armor Mod,1
2,paid,Mk 1 BAW Armor Mod,1
2,paid,Mk 1 Merr-Sonn Shield Generator,1
2,paid,Mk 3 SoroSuub Keypad,1
2,free,Mk 1 Arakyd Droid Caller,1
2,paid,Mk 4 Loronar Power Cell Prototype,1
2,paid,Mk 4 Neuro-Saav Electrobinoculars,1
2,paid,Mk 1 SoroSuub Keypad,1
3,free,URoRRuR'R'R,1
1,free,Old Daka,1
1,free,Ima-Gun Di,1
