userID,type,reward,amount
1,free,Mk 1 TaggeCo Holo Lens,1
2,free,Mk 1 Arakyd Droid Caller,1
3,free,Mk 2 Athakam Medpac,1
2,free,Credits,500
3,free,Mk 3 CEC Fusion Furnace,1
1,free,Mk 2 TaggeCo Holo Lens,1
2,free,Mk 1 Nubian Design Tech Prototype,1
3,free,T3 Training Droid,2
1,free,Credits,500
3,free,Mk 3 Loronar Power Cell,1
1,free,Credits,300
1,free,Credits,300
2,free,IG-100 MagnaGuard,1
3,paid,Mk 1 Loronar Power Cell,1
3,paid,Mk 1 Arakyd Droid Caller,1
3,paid,Mk 1 BioTech Implant,1
3,paid,Mk 2 Nubian Security Scanner,1
3,paid,Mk 2 Nubian Security Scanner Prototype,1
3,paid,Credits,300
1,paid,Mk 1 Chiewab Hypo Syringe,1
1,paid,Mk 5 BlasTech Weapon Mod,1
1,paid,Mk 1 Nubian Design Tech,1
1,paid,Mk 1 Neuro-Saav Electrobinoculars,1
1,paid,Mk 2 Neuro-Saav Electrobinoculars Prototype,1
1,paid,Mk 2 BlasTech Weapon Mod,1
1,paid,Mk 1 Chiewab Hypo Syringe Prototype,1
1,paid,Mk 1 Arakyd Droid Caller,1
1,paid,Credits,500
1,paid,Mk 4 Loronar Power Cell,1
1,paid,Mk 3 BlasTech Weapon Mod,1
1,paid,Mk 3 Merr-Sonn Shield Generator,1
1,paid,Mk 1 CEC Fusion Furnace,1
1,paid,Credits,300
1,paid,Mk 1 Fabritech Data Pad,1
1,paid,Mk 2 BlasTech Weapon Mod,1
1,paid,General Veers,1
1,paid,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,1
1,paid,Jedi Knight Guardian,1
1,paid,T2 Training Droid,10
2,paid,Mk 2 BAW Armor Mod,1
2,paid,Mk 1 Chiewab Hypo Syringe Prototype,1
2,paid,Credits,300
2,paid,Mk 1 Nubian Design Tech Prototype,1
2,paid,Teebo,1
2,paid,Mk 4 Neuro-Saav Electrobinoculars,1
2,paid,Mk 1 Chiewab Hypo Syringe Prototype,1
2,paid,Mk 4 A/KT Stun Gun,1
2,paid,Mk 1 Arakyd Droid Caller,1
2,paid,Mk 2 BlasTech Weapon Mod,1
2,paid,Mk 1 CEC Fusion Furnace,1
2,paid,Mk 4 BioTech Implant,1
2,paid,Credits,500
2,paid,Mk 2 BAW Armor Mod,1
2,paid,T2 Training Droid,5
2,paid,Mk 2 Nubian Security Scanner Prototype,1
2,paid,IG-100 MagnaGuard,1
2,paid,Mk 1 Merr-Sonn Shield Generator,1
2,paid,Plo Koon,1
2,paid,Credits,700
2,paid,Mk 1 Chiewab Hypo Syringe,1
