userID,type,reward,amount
3,free,Mk 1 Nubian Design Tech Prototype,1
2,free,Mk 1 Fabritech Data Pad,1
1,free,Hoth Rebel Soldier,1
3,free,Mk 1 Chiewab Hypo Syringe,1
1,free,T3 Training Droid,2
1,free,Mk 1 Neuro-Saav Electrobinulars,1
1,free,Mk 3 TaggeCo Holo Lens,1
1,free,Mk 1 BAW Armor Mod,1
2,free,Mk 1 Arakyd Droid Caller,1
3,free,Mk 1 Nubian Design Tech,1
2,free,Clone Sergeant - Phase I,1
3,free,"CT-5555 ""Fives""",1
3,free,Royal Guard,1
2,free,Mk 5 Loronar Power Cell Salvage,1
1,paid,Mk 2 Nubian Security Scanner Prototype,1
1,paid,Mk 1 Chiewab Hypo Syringe Prototype,1
1,paid,Mk 1 A/KT Stun Gun,1
1,paid,Mk 1 BioTech Implant,1
1,paid,Mk 5 BlasTech Weapon Mod Prototype,1
1,paid,Mk 1 SoroSuub Keypad,1
1,paid,Mk 2 BAW Armor Mod,1
1,paid,Mk 1 Chiewab Hypo Syringe Prototype,1
1,paid,Mk 2 Nubian Security Scanner Prototype,1
1,paid,Biggs Darklighter,1
1,paid,Stormtrooper,1
1,paid,Mk 1 Czerka Stun Cuffs,1
1,paid,T3 Training Droid,2
1,paid,Mk 2 BlasTech Weapon Mod,1
1,paid,Mk 1 Fabritech Data Pad,1
1,paid,Credits,500
1,paid,Mk 2 BlasTech Weapon Mod,1
1,paid,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
1,paid,Mk 1 CEC Fusion Furnace,1
1,paid,Mk 1 SoroSuub Keypad,1
1,paid,Credits,700
1,paid,Mk 2 Nubian Security Scanner,1
1,paid,Ahsoka Tano,1
2,paid,T3 Training Droid,1
2,paid,Mk 1 Merr-Sonn Shield Generator,1
2,paid,Mk 2 Neuro-Saav Electrobinoculars,1
2,paid,Mk 1 A/KT Stun Gun,1
2,paid,Mace Windu,1
2,paid,Mace Windu,1
2,paid,Jedi Consular,1
2,paid,Mk 3 SoroSuub Keypad,1
2,paid,Mk 1 A/KT Stun Gun,1
2,paid,Credits,300
2,paid,Mk 1 Chiewab Hypo Syringe,1
2,paid,Mk 2 BioTech Implant,1
2,paid,Mk 1 Nubian Security Scanner,1
2,paid,Credits,1000
2,paid,Credits,1000
2,paid,Mk 1 Arakyd Droid Caller,1
2,paid,Mk 1 BAW Armor Mod,1
3,paid,Mk 2 BAW Armor Mod,1
3,paid,Mk 2 BAW Armor Mod Prototype,1
3,paid,Barriss Offee,1
3,paid,Mk 1 BioTech Implant,1
3,paid,Mk 1 Nubian Security Scanner,1
3,paid,Mk 1 BAW Armor Mod,1
3,paid,Mk 2 A/KT Stun Gun,1
3,paid,Mk 2 Loronar Power Cell,1
3,paid,Credits,300
3,paid,Mk 2 BlasTech Weapon Mod,1
3,paid,Ewok Elder,1
3,paid,Mk 1 A/KT Stun Gun,1
3,paid,Credits,500
3,paid,Mk 1 BAW Armor Mod,1
2,paid,T1 Training Droid,5
2,paid,Mk 4 Neuro-Saav Electrobinoculars,1
2,paid,Credits,300
2,paid,Mk 2 Neuro-Saav Electrobinoculars,1
2,paid,Credits,700
2,paid,Mk 1 Chiewab Hypo Syringe,1
2,paid,Mk 2 Loronar Power Cell,1
2,paid,Mk 2 Neuro-Saav Electrobinoculars,1
2,paid,Mk 1 BioTech Implant,1
