userID,type,reward,amount
2,free,Jawa,1
3,free,Mk 3 BlasTech Weapon Mod,1
1,free,Mk 3 CEC Fusion Furnace,1
2,free,Snowtrooper,1
3,free,Mk 2 Neuro-Saav Electrobinoculars,1
3,free,Mk 5 TaggeCo Holo Lens Prototype,1
2,free,Mk 2 Czerka Stun Cuffs,1
1,free,Mk 2 CEC Fusion Furnace,1
1,free,Mk 1 Chiewab Hypo Syringe Prototype,1
3,free,T2 Training Droid,5
3,free,Credits,500
2,free,Mk 2 Neuro-Saav Electrobinoculars Prototype,1
2,free,T1 Training Droid,5
1,paid,Mk 1 TaggeCo Holo Lens,1
1,paid,Mk 1 SoroSuub Keypad,1
1,paid,Mk 2 BAW Armor Mod Prototype,1
1,paid,Ewok Scout character,1
1,paid,Mk 2 Nubian Security Scanner Prototype,1
1,paid,Mk 1 Arakyd Droid Caller,1
1,paid,Mk 3 Neuro-Saav Electrobinoculars,1
1,paid,Mk 2 Nubian Security Scanner Prototype,1
1,paid,Mk 2 Nubian Security Scanner,1
1,paid,Mk 2 Fabritech Data Pad,1
1,paid,Biggs Darklighter,1
1,paid,Mk 5 BlasTech Weapon Mod,1
1,paid,Mk 5 Merr-Sonn Shield Generator,1
1,paid,Mk 2 BlasTech Weapon Mod,1
1,paid,Mk 1 Nubian Security Scanner,1
1,paid,Mk 1 Chiewab Hypo Syringe,1
1,paid,Mk 2 Merr-Sonn Electrobinoculars,1
1,paid,Credits,300
1,paid,Mk 1 CEC Fusion Furnace,1
1,paid,Mk 2 Carbanti Sensor Array,1
1,paid,Mk 1 Nubian Security Scanner,1
1,paid,Credits,700
1,paid,Mk 1 A/KT Stun Gun,1
1,paid,Clone Wars Chebacca,1
1,paid,URoRRuR'R'R,1
1,paid,Credits,700
1,paid,Credits,1000
1,paid,Mk 1 Chiewab Hypo Syringe Prototype,1
2,paid,MK 1 BioTech Implant,1
2,paid,"CT-5555 ""Fives""",1
2,paid,Mk 1 Fabritech Data Pad,1
2,paid,Mk 2 BlasTech Weapon Mod,1
2,paid,Mk 2 Nubian Security Scanner,1
2,paid,Mk 2 Nubian Security Scanner Prototype,1
2,paid,Mk 6 Fabritech Data Pad,1
2,paid,Mk 2 BAW Armor Mod,1
2,paid,Mk 1 TaggeCo Holo Lens,1
2,paid,Mk 2 A/KT Stun Gun,1
2,paid,Mk 1 Chiewab Hypo Syringe Prototype,1
2,paid,Mk 1 Chiewab Hypo Syringe,1
