userID,type,reward,amount
1,free,Credits,300
2,free,Mk 1 TaggeCo Holo Lens,1
3,free,Mk 1 Neuro-Saav Electrobinoulars,1
1,free,Mk 1 BAW Armor Mod,1
2,free,Mk 2 BAW Armor Mod Prototype,1
3,free,Mk 1 BioTech Implant,1
1,free,Mk 1 Chiewab Hypo Syringe,1
2,free,T2 Training Droid,5
2,free,Mk 2 Nubian Design Tech,1
3,free,Mk 4 BioTech Implant Prototype,1
1,free,Mk 2 Nubian Security Scanner,1
1,free,Teebo,1
1,paid,Mk 1 Merr-Soon Shield Generator,1
1,paid,Mk 4 Loronar Power Cell Prototype,1
1,paid,Mk 2 Neuro-Saav Electrobinoculars,1
1,paid,Mk 3 BioTech Implant,1
1,paid,Mk 1 Neuro-Saav Electrobinoculars,1
1,paid,Mk 2 Arakyd Droid Caller,1
1,paid,Mk 3 SoroSuub Keypad,1
1,paid,Mk 3 SoroSuub Keypad,1
1,paid,Mk 2 Nubian Security Scanner Prototype,1
1,paid,Mk 3 Sienar Holo Projector,1
1,paid,Mk 1 BioTech Implant,1
1,paid,Mk 1 Merr-Soon Shield Generator,1
1,paid,Mk 1 BlasTech Weapon Mod,1
1,paid,Mk 1 Neuro-Saav Electrobinoculars,1
1,paid,Mk 2 BioTech Implant,1
1,paid,Mk 2 Arakyd Droid Caller,1
1,paid,Mk 2 Fabritech Data Pad,1
1,paid,Mk 3 Neuro-Saav Electrobinoculars,1
1,paid,Mk 2 BAW Armor Mod Prototype,1
1,paid,Hoth Rebel Scout,1
1,paid,Mk 6 TaggeCo Holo Lens Prototype,1
1,paid,Stormtrooper,1
1,paid,Mk 1 Nubian Security Scanner,1
1,paid,Credits,300
