userID,type,reward,amount
1,free,KG-86 Sentinel Droid,1
2,free,Mk 1 Nubian Security Scanner,1
3,free,Mk 1 Arakyd Droid Caller,1
4,free,Mk 2 Loronar Power Cell,1
1,free,Mk 4 Nubian Design Tech,1
2,free,Hoth Rebel Scout,1
3,free,Ewok Elder,1
4,free,Mk 2 Merr-Sonn Shield Generator,1
1,free,Mk 3 Neuro-Saav Electrobinoculars,1
2,free,Mk 2 BAW Armor Mod Prototype,1
4,free,Mk 2 Nubian Design Tech,1
4,paid,Mk 2 BAW Armor Mod,1
4,paid,Mk 3 Fabritech Data Pad,1
4,paid,Mk 1 Nubian Design Tech Prototype,1
4,paid,Mk 1 BAW Armor Mod,1
4,paid,Jawa,1
4,paid,Mk 1 Arakyd Droid Caller,1
4,paid,Mk 2 Loronar Power Cell,1
4,paid,Mk 2 Carbanti Sensor Array,1
4,paid,Mk 2 Nubian Security Scanner Prototype,1
4,paid,Mk 2 Loronar Power Cell,1
4,paid,Mk 1 BlasTech Weapon Mod,1
4,paid,Mk 2 Arakyd Droid Caller,1
4,paid,Mk 2 Nubian Security Scanner Prototype,1
4,paid,Mk 1 Merr-Sonn Shield Generator,1
4,paid,Credits,700
4,paid,Mk 1 BlasTech Weapon Mod,1
4,paid,Mk 2 Arakyd Droid Caller,1
4,paid,Mk 2 BAW Armor Mod,1
4,paid,Mk 2 Chiewab Hypo Syringe,1
4,paid,T2 Training Droid,10
4,paid,Mk 1 Arakyd Droid Caller,1
4,paid,Biggs Darklighter,1
4,paid,Mk 1 Chiewab Hypo Syringe,1
4,paid,Mk 1 A/KT Stun Gun,1
4,paid,Mk 1 Loronar Power Cell,1
4,paid,Mk 1 Neuro-Saav Electrobinoculars,1
4,paid,Jedi Knight Guardian,1
4,paid,Mk 1 Chiewab Hypo Syringe,1
4,paid,Mk 3 SoroSuub Keypad,1
4,paid,Mk 1 Arakyd Droid Caller,1
4,paid,Mk 1 A/KT Stun Gun,1
4,paid,Count Dooku,1
