userID,type,reward,amount
1,free,Mk 3 BAW Armor Mod,1
2,free,Mk 1 Loronar Power Cell,1
3,free,Mk 1 TaggeCo Holo Lens,1
4,free,Mk 4 BioTech Implant,1
1,free,URoRRuR'R'R,1
3,free,Mk 2 Nubian Design Tech,1
2,free,T1 Training Drod,10
4,free,Mk 1 Chiewab Hypo Syringe,1
3,free,General Veers,1
2,free,Ima-Gun Di,1
4,free,Mk 2 Nubian Security Scanner Prototype,1
1,free,Mk 2 Loronar Power Cell,1
1,free,T3 Training Droid,1
4,free,T1 Training Drod,5
3,free,Mk 1 Nubian Security Scanner,1
2,free,Mk 2 Nubian Security Scanner,1
3,free,Mk 4 BlasTech Weapon Mod,1
1,free,Mk 3 Nubian Security Scanner,1
2,free,Mk 2 BAW Armor Mod,1
