userID,type,reward,amount
1,free,Credits,700
4,free,Snowtrooper,1
4,paid,Mk 1 CEC Fusion Furnace,1
4,paid,Credits,1000
4,paid,T2 Training Droid,5
4,paid,Mk 1 Loronar Power Cell,1
4,paid,Mk 2 Neuro-Saav Electrobinoculars Prototype,1
4,paid,Mk 1 Fabritech Data Pad,1
4,paid,Mk 1 BioTech Implant,1
4,paid,Mk 1 CEC Fusion Furnace,1
4,paid,Mk 1 Nubian Design Tech Prototype,1
4,paid,Mk 1 A/KT Stun Gun,1
4,paid,Mk 2 Neuro-Saav Electrobinoculars,1
4,paid,Mk 2 Neuro-Saav Electrobinoculars,1
4,paid,Credits,700
4,paid,Credits,700
4,paid,Mk 2 Nubian Security Scanner,1
4,paid,Mk 4 BlasTech Weapon Mod,1
4,paid,Mk 6 Fabritech Data Pad Salvage,1
4,paid,Ewok Scout,1
4,paid,Mk 2 BlasTech Weapon Mod,1
4,paid,Credits,1000
4,paid,Mk 1 TaggeCo Holo Lens,1
4,paid,Mk 2 Nubian Security Scanner,1
4,paid,T3 Training Droid,1
4,paid,Mk 2 BioTech Implant,1
4,paid,Mk 2 Neuro-Saav Electrobinoculars,1
4,paid,Mk 2 Nubian Security Scanner,1
4,paid,Mk 3 BAW Armor Mod,1
4,paid,T3 Training Droid,2
4,paid,Mk 2 Neuro-Saav Electrobinoculars Prototype,1
4,paid,Mk 1 Fabritech Data Pad,1
4,paid,Mk 2 BioTech Implant,1
4,paid,Mk 2 BlasTech Weapon Mod,1
4,paid,Mk 1 TaggeCo Holo Lens,1
4,paid,Mk 3 TaggeCo Holo Lens,1
4,paid,Mk 1 BAW Armor Mod,1
4,paid,Mk 4 Neuro-Saav Electrobinoculars,1
4,paid,Mk 3 BlasTech Weapon Mod,1
4,paid,Mk 1 BioTech Implant,1
4,paid,Mk 2 BioTech Implant,1
4,paid,T3 Training Droid,1
4,paid,Mk 1 TaggeCo Holo Lens,1
4,paid,Mk 2 BlasTech Weapon Mod,1
4,paid,Mk 2 Neuro-Saav Electrobinoculars,1
4,paid,Mk 1 Czerka Stun Cuffs,1
4,paid,Mk 1 TaggeCo Holo Lens,1
4,paid,Mk 5 Neuro-Saav Electrobinoculars,1
4,paid,Mk 1 A/KT Stun Gun,1
4,paid,T1 Training Droid,1
4,paid,Mk 1 BAW Armor Mod,1
4,paid,Credits,500
4,paid,Mk 1 A/KT Stun Gun,1
4,paid,Credits,500
4,paid,Mk 1 Loronar Power Cell,1
4,paid,Mk 2 BAW Armor Mod Prototype,1
4,paid,Mk 1 BioTech Implant,1
4,paid,Mk 2 Loronar Power Cell,1
4,paid,Mk 3 TaggeCo Holo Lens,1
4,paid,T1 Training Droid,5
4,paid,Mk 2 BAW Armor Mod,1
4,paid,Mk 1 Fabritech Data Pad,1
4,paid,Credits,1000
4,paid,Credits,700
4,paid,Mk 2 Merr-Sonn Shield Generator,1
4,paid,Jawa,1
4,paid,Mk 2 BlasTech Weapon Mod,1
4,paid,Boba Fett,1
4,paid,Credits,1000
4,paid,Mk 1 A/KT Stun Gun,1
4,paid,Dathcha,1
4,paid,Mk 2 BAW Armor Mod,1
4,paid,Mk 2 BlasTech Weapon Mod,1
4,paid,Mk 1 Loronar Power Cell,1
4,paid,Mk 1 TaggeCo Holo Lens,1
4,paid,Mk 6 BAW Armor Mod,1
4,paid,Mk 2 A/KT Stun Gun,1
4,paid,Mk 1 A/KT Stun Gun,1
4,paid,T2 Training Droid,5
4,paid,Mk 2 Arakyd Droid Caller,1
4,paid,Mk 1 BioTech Implant,1
4,paid,Mk 4 BAW Armor Mod,1
4,paid,Royal Guard,1
4,paid,Mk 2 Nubian Security Scanner Prototype,1
4,paid,Mk 1 A/KT Stun Gun,1
4,paid,Mk 1 BIoTech Implant,1
4,paid,Boba Fett,1
4,paid,Mk 1 BlasTech Weapon Mod,1
4,paid,Ima-Gun Di,1
4,paid,Mk 1 Fabritech Data Pad,1
4,paid,Mk 2 SoroSuub Keypad,1
4,paid,Credits,1000
4,paid,Jawa,1
4,paid,Mk 2 Chiewab Hypo Syringe,1
4,paid,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
4,paid,Mk 2 BioTech Implant,1
4,paid,Mk 2 Neuro-Saav Electrobinoculars,1
4,paid,Mk 1 Arakyd Droid Caller,1
4,paid,Mk 1 Merr-Sonn Shield Generator,1
4,paid,Ewok Scout bonus shards,10
4,paid,T1 Training Droid,5
4,paid,Mk 4 BAW Armor Mod Prototype,1
4,paid,Mk 2 BAW Armor Mod,1
4,paid,Mk 1 A/KT Stun Gun,1
4,paid,Mk 2 Fabritech Data Pad,1
4,paid,Mk 3 SoroSuub Keypad,1
4,paid,Mk 2 Neuro-Saav Electrobinoculars,1
4,paid,Mk 5 BlasTech Weapon Mod,1
4,paid,Mk 1 A/KT Stun Gun,1
4,paid,Mk 2 BioTech Implant,1
