userID,type,reward,amount
1,free,Mk 2 SoroSuub Keypad Prototype,1
2,free,Mk 1 Arakyd Droid Caler,1
3,free,Mk 2 BAW Armor Mod Prototype,1
2,free,Mk 2 Neuro-Saav Electrobinoculars,1
3,free,Ewok Scout,1
1,free,Mk 1 BioTech Implant,1
3,free,Mk 1 A/KT Stun Gun,1
1,free,Mk 1 BlasTech Weapon Mod,1
2,free,Mk 1 Arakyd Droid Caler,1
3,free,Mk 1 Chiewab Hypo Syringe Prototype,1
2,free,Mk 2 BioTech Implant,1
3,free,Mk 1 SoroSuub Keypad,1
1,free,T3 Training Droid,2
1,free,Mk 2 BAW Armor Mod Prototype,1
2,free,Mk 3 Loronar Power Cell,1
3,paid,Biggs Darklighter,1
3,paid,Mk 3 CEC Fusion Furnace,1
3,paid,Mk 1 Sienar Holo Projector,1
1,paid,Mk 7 BlasTech Weapon Mod Prototype,1
1,paid,Mk 1 Sienar Holo Projector,1
1,paid,Mk 1 Carbanti Sensor Array Prototype Salvage,1
1,paid,T3 Training Droid,1
1,paid,Old Daka,1
1,paid,IG-100 MagnaGuard,1
1,paid,Mk 1 Sienar Holo Projector,1
1,paid,Mk 2 BAW Armor Mod Prototype,1
1,paid,Mk 1 Fabritech Data Pad,1
1,paid,Mk 2 Arakyd Droid Caller,1
1,paid,Mk 2 Neuro-Saav Electrobinoculars,1
1,paid,Mk 2 BAW Armor Mod,1
1,paid,Credits ,1000
1,paid,Jedi Knight Guardian,1
1,paid,Credits ,700
1,paid,T1 Training Droid,5
1,paid,Mk 1 Chiewab Hypo Syringe,1
1,paid,Clone Wars Chewbacca,1
1,paid,Luminara Unduli,1
1,paid,Mk 1 Neuro-Saav Electrobinoculars,1
1,paid,Mk 3 Merr-Soon Thermal Detonator Prototype,1
1,paid,Credits ,300
2,paid,Mk 2 Loronar Power Cell,1
2,paid,Mk 3 Merr-Soon Thermal Detonator Prototype,1
2,paid,Mk 1 Arakyd Droid Caller,1
2,paid,Mk 2 BAW Armor Mod,1
2,paid,Mk 1 Nubian Security Scanner,1
2,paid,Tusken Raider,1
2,paid,Credits ,1000
2,paid,Mk 3 Merr-Soon Thermal Detonator Prototype,1
2,paid,Mk 1 BioTech Implant,1
2,paid,Mk 3 BioTech Implant,1
2,paid,Mk 1 Nubian Security Scanner,1
2,paid,Mk 1 A/KT Stun Gun,1
2,paid,Mk 2 BlasTech Weapon Mod,1
2,paid,Snowtrooper character,1
2,paid,Mk 1 Chiewab Hypo Syringe,1
2,paid,Mk 4 BioTech Implant Prototype,1
2,paid,Credits ,500
2,paid,Mk 2 CEC Fusion Furnace,1
2,paid,Mk 1 Neuro-Saav Electrobinoculars,1
2,paid,Mk 2 Neuro-Saav Electrobinoculars,1
2,paid,Mk 2 Neuro-Saav Electrobinoculars,1
2,paid,Mk 2 BAW Armor Mod,1
2,paid,Mk 2 Neuro-Saav Electrobinoculars Prototype,1
2,paid,Mk 1 Neuro-Saav Electrobinoculars,1
2,paid,Hoth Rebel Soldier,1
2,paid,Mk 1 CEC Fusion Furnace,1
2,paid,T3 Training Droid,2
2,paid,Mk 3 Fabritech Data Pad,1
2,paid,Mk 1 Fabritech Data Pad,1
2,paid,T3 Training Droid,1
2,paid,Credits ,300
2,paid,Ima-Gun Di,1
2,paid,Mk 1 Fabritech Data Pad,1
2,paid,Mk 4 Neuro-Saav Electrobinoculars,1
2,paid,T3 Training Droid,2
2,paid,Mk 2 BlasTech Weapon Mod,1
2,paid,Mk 1 Loronar Power Cell,1
2,paid,Mk 2 BioTech Plant,1
2,paid,Mk 1 Nubian Security Scanner,1
2,paid,T3 Training Droid,2
2,paid,Mk 1 Chiewab Hypo Syringe,1
2,paid,Mk 1 Arakyd Droid Caller,1
2,paid,Ewok Scout character,1
2,paid,Mk 3 Merr-Soon Thermal Detonator Prototype,1
2,paid,Mk 1 Merr-Sonn Shield Generator,1
2,paid,Mk 2 Neuro-Saav Electrobinoculars,1
2,paid,Mk 1 BAW Armor Mod,1
2,paid,Ahsoka Tano,1
2,paid,Mk 5 BlasTech Weapon Mod,1
