userID,type,reward,amount
1,free,Mk 2 BAW Armor Mod,1
2,free,Mk 2 Arakyd Droid Caller,1
3,free,Barriss Offee,1
4,free,IG-100 MagnaGuard,1
4,free,Mk 1 BioTech Implant,1
1,free,Mk 1 BAW Armor Mod,1
2,free,Mk 2 Nubian Security Scanner Prototype,1
3,free,Credits,300
4,free,Mk 1 A/KT Stun Gun,1
2,free,Mk 2 BlasTech Weapon Mod,1
3,free,Credits,500
3,paid,Jedi Knight Guardian,1
2,free,Old Daka,1
3,free,Snowtrooper character,1
1,free,T1 Training Droid,10
2,free,Mk 4 BlasTech Weapon Mod,1
1,free,Mk 2 Neuro-Saav Electrobinoculars,1
3,free,Mk 6 Fabritech Data Pad,1
4,free,Mk 2 BioTech Implant,1
4,free,Credits,300
