userID,type,reward,amount
1,free,T1 Training Droid,1
2,free,Mk 1 Chiewab Hypo Syringe,1
3,free,Credits,700
4,free,Mk 2 BAW Armor Mod Prototype,1
1,free,Mk 3 Fabritech Data Pad,1
2,free,Credits,700
3,free,Mk 1 Czerka Stun Cuffs,1
4,free,Mk 1 Fabritech Data Pad,1
2,free,T3 Training Droid,2
4,free,Mk 4 Loronar Power Cell,1
1,free,Credits,300
4,free,Mk 5 Neuro-Saav Electrobinoculars Salvage,1
3,free,Mk 1 Czerka Stun Cuffs,1
2,free,T1 Training Droid,10
1,free,"CT-5555 ""Fives""",1
1,free,Credits,700
4,free,Mk 6 Fabritech Data Pad Salvage,1
3,free,Mk 3 Loronar Power Cell,1
2,free,Credits,500
3,free,Mk 2 BioTech Implant,1
