userID,type,reward,amount
1,free,Mk 2 Neuro-Saav Electrobinoculars,1
2,free,Mk 1 BioTech Implant,1
3,free,URoRRuR'R'R,1
4,free,Mk 2 Neuro-Saav Electrobinoculars,1
1,free,Mk 1 CEC Fusion Furnace,1
2,free,Hoth Rebel Scout,1
3,free,Mk 2 BAW Armor Mod,1
4,free,Mk 1 Nubian Design Tech Prototype,1
4,free,Barriss Offee,1
2,free,Credits ,500
1,free,Mk 3 Nubian Security Scanner,1
3,free,T3 Training Droid,1
1,free,Mk 1 BlasTech Weapon Mod,1
3,free,IG-86 Sentinel Droid,1
2,free,T2 Training Droid,10
1,free,Mk 2 BAW Armor Mod,1
2,free,Mk 3 Merr-Sonn Thermal Detonator Prototype,1
3,free,T1 Training Droid,5
4,free,Mk 2 BAW Armor Mod Prototype,1
4,free,T1 Training Droid,5
