userID,type,reward,amount
1,free,Mk 1 Neuro-Saav Electrobinoculars,1
2,free,Credits,1000
3,free,Mk 1 Merr-Sonn Thermal Detonator,1
1,free,General Veers,1
1,free,Mk 1 BAW Armor Mod,1
3,free,Mk 1 TaggeCo Holo Lens,1
2,free,Mk 1 Nubian Design Tech,1
2,free,Credits,500
1,free,Snowtrooper,1
1,free,Mk 1 Chiewab Hypo Syringe,1
1,free,Mk 3 BlasTech Weapon Mod,1
1,free,Mk 1 Neuro-Saav Electrobinoculars,1
1,free,Mk 2 Nubian Security Scanner Prototype,1
1,free,Credits,700
1,free,Mk 2 BAW Armor Mod Prototype,1
1,free,Mk 2 Neuro-Saav Electrobinoculars Prototype,1
1,free,T3 Training Droid,1
1,free,Mk 2 BlasTech Weapon Mod,1
1,free,Mk 2 BioTech Implant,1
1,free,Mk 1 Chiewab Hypo Syringe Prototype,1
1,free,Mk 2 Nubian Security Scanner Prototype,1
1,free,Credits,700
1,free,T1 Training Droid,10
1,free,Mk 2 Nubian Security Scanner,1
1,free,Mk 1 Merr-Sonn Shield Generator,1
1,free,Mk 5 Merr-Sonn Shield Generator,1
1,paid,T2 Training Droid,5
1,paid,Mk 1 BAW Armor Mod,1
1,paid,Mk 1 Neuro-Saav Electrobinoculars,1
1,paid,Mk 1 Arakyd Droid Caller,1
1,paid,Mk 1 TaggeCo Holo Lens,1
1,paid,Mk 2 Loronar Power Cell,1
1,paid,Mk 2 Neuro-Saav Electrobinoculars,1
1,paid,Mk 1 BlasTech Weapon Mod,1
1,paid,Mk 1 BAW Armor Mod,1
1,paid,Mk 1 Neuro-Saav Electrobinoculars,1
1,paid,Credits,500
1,paid,Mk 1 Merr-Sonn Shield Generator,1
1,paid,Mk 1 CEC Fusion Furnace,1
1,paid,Mk 2 Nubian Security Scanner Prototype,1
1,paid,Credits,500
1,paid,Mk 1 Merr-Sonn Shield Generator,1
1,paid,Mk 3 Merr-Sonn Shield Generator,1
1,paid,Mk 2 Nubian Security Scanner,1
1,paid,Mk 2 Nubian Security Scanner,1
1,paid,Mk 1 TaggeCo Holo Lens,1
1,paid,Mace Windu,1
1,paid,Mk 1 Fabritech Data Pad,1
1,paid,Mk 1 Merr-Sonn Shield Generator,1
1,paid,Mk 1 Chiewab Hypo Syringe Prototype,1
1,paid,Mk 3 Chiewab Hypo Syringe Prototype,1
3,paid,Ewok Scout,1
3,paid,Credits,1000
3,paid,Mk 1 Chiewab Hypo Syringe Prototype,1
3,paid,Mk 1 TaggeCo Holo Lens,1
2,paid,Mk 2 Nubian Security Scanner,1
2,paid,Mk 2 Chiewab Hypo Syringe,1
2,paid,Mk 1 TaggeCo Holo Lens,1
2,paid,Mk 5 BlasTech Weapon Mod,1
2,paid,Mk 1 Nubian Security Scanner,1
2,paid,Mk 2 Merr-Sonn Shield Generator,1
2,paid,Credits,700
2,paid,Mk 1 Nubian Security Scanner,1
2,paid,Mk 1 TaggeCo Holo Lens,1
2,paid,Mk 2 BlasTech Weapon Mod,1
2,paid,Mk 4 Loronar Power Cell,1
2,paid,Mk 2 A/KT Stun Gun,1
2,paid,Mk 1 BlasTech Weapon Mod,1
2,paid,Mk 4 BioTech Implant,1
2,paid,Mk 2 BioTech Implant,1
2,paid,Mk 1 Nubian Security Scanner,1
2,paid,Mk 1 Loronar Power Cell,1
2,paid,Credits,300
2,paid,Mk 4 Loronar Power Cell Prototype,1
2,paid,Credits,300
2,paid,Mk 1 A/KT Stun Gun,1
2,paid,Mk 1 Czerka Stun Cuff,1
2,paid,Mk 2 BlasTech Weapon Mod,1
2,paid,Mk 1 CEC Fusion Furnace,1
2,paid,Mk 4 Nubian Security Scanner,1
2,paid,Mk 2 Nubian Security Scanner,1
2,paid,T2 Training Droid,10
2,paid,Mk 1 Chiewab Hypo Syringe Prototype,1
2,paid,Mk 6 Neuro-Saav Electrobinoculars Prototype Salvage,1
2,paid,Mk 2 Arakyd Droid Caller,1
2,paid,Mk 1 Nubian Security Scanner,1
2,paid,Credits,1000
2,paid,Mk 1 SoroSuub Keypad,1
2,paid,T1 Training Droid,10
2,paid,Credits,1000
2,paid,Mk 2 BlasTech Weapon Mod,1
2,paid,Mk 1 TaggeCo Holo Lens,1
2,paid,Credits,1000
2,paid,Mk 2 Nubian Security Scanner Prototype,1
2,paid,Mk 2 Neuro-Saav Electrobinoculars,1
2,paid,Mk 3 Merr-Sonn Shield Generator,1
2,paid,Mk 1 BioTech Implant,1
2,paid,Mk 4 Loronar Power Cell,1
2,paid,URoRRuR'R'R character,1
2,paid,Mk 1 A/KT Stun Gun,1
2,paid,Credits,300
2,paid,Mk 1 BAW Armor Mod,1
2,paid,Credits,500
2,paid,Mk 1 Czerka Stun Cuff,1
2,paid,Mk 2 BioTech Implant,1
2,paid,Credits,300
2,paid,Credits,700
2,paid,Mk 1 BAW Armor Mod,1
2,paid,Mk 3 Arakyd Droid Caller Salvage,1
2,paid,Barriss Offee,1
2,paid,Ahsoka Tano character,1
2,paid,Mk 2 Fabritech Data Pad,1
2,paid,Mk 2 BioTech Implant,1
2,paid,Mk 1 Merr-Sonn Shield Generator,1
2,paid,Mk 1 A/KT Stun Gun,1
2,paid,Mk 1 Chiewab Hypo Syringe Prototype,1
2,paid,Mk 2 Neuro-Saav Electrobinoculars Prototype,1
2,paid,Mk 2 Carbanti Sensor Array,1
2,paid,General Veers,1
2,paid,Mk 2 Nubian Security Scanner,1
2,paid,URoRRuR'R'R,1
2,paid,Mk 1 Loronar Power Cell,1
