userID,type,reward,amount
1,free,Mk 1 Nubian Design Tech Prototype,1
2,free,Mk 1 Chiewab Hypo Syringe,1
3,free,Credits,1000
1,free,Mk 2 Loronar Power Cell,1
3,free,Mk 1 Loronar Power Cell,1
2,free,Mk 4 BioTech Implant Prototype,1
1,free,T2 Training Droid,10
3,free,Mk 1 Loronar Power Cell,1
1,free,Mk 1 Loronar Power Cell,1
1,free,Mk 1 CEC Fusion Furnace,1
1,paid,Mk 1 Chiewab Hypo Syringe,1
1,paid,Barriss Offee,1
1,paid,Mk 4 Loronar Power Cell Prototype,1
1,paid,Mk 2 BlasTech Weapon Mod,1
1,paid,Mk 2 Merr-Sonn Shield Generator,1
1,paid,Mk 2 Nubian Security Scanner Prototype,1
1,paid,Mk 2 Loronar Power Cell,1
1,paid,Mk 3 Neuro-Saav Electrobinoculars,1
1,paid,Mk 2 TaggeCo Holo Lens,1
1,paid,Mk 1 A/KT Stun Gun,1
1,paid,Mk 1 Chiewab Hypo Syringe Prototype,1
1,paid,T2 Training Droid,10
1,paid,Mk 4 BioTech Implant,1
1,paid,Mk 1 Neuro-Saav Electrobinoculars,1
1,paid,Mk 1 BAW Armor Mod,1
1,paid,T3 Training Droid,2
1,paid,Credits,1000
1,paid,Mk 1 Neuro-Saav Electrobinoculars,1
1,paid,Mk 2 Neuro-Saav Electrobinoculars,1
1,paid,T2 Training Droid,5
1,paid,Credits,1000
1,paid,Mk 1 Neuro-Saav Electrobinoculars,1
1,paid,Mk 2 Neuro-Saav Electrobinoculars,1
1,paid,Mk 4 BioTech Implant Prototype,1
1,paid,IG-86 Sentinel Droid,1
