userID,type,reward,amount
1,free,Mk 2 Nubian Security Scanner,1
2,free,Mk 1 Chiewab Hypo Syringe,1
3,free,Mk 2 Neuro-Saav Electrobinoculars Prototype,1
1,free,Mk 2 BAW Armor Mod,1
2,free,Mk 1 BAW Armor Mod,1
3,free,Mk 1 Arakyd Droid Caller,1
1,free,Mk 1 Arakyd Droid Caller,1
3,free,Mk 1 Nubian Security Scanner,1
2,free,Credits,300
1,free,Mk 2 Neuro-Saav Electrobinoculars Prototype,1
2,free,Mk 4 Loronar Power Cell,1
1,free,Credits,700
3,free,Mk 1 BioTech Implant,1
1,paid,Mk 1 Loronar Power Cell,1
1,paid,Mk 1 BioTech Implant,1
1,paid,T3 Training Droid,1
1,paid,Plo Koon,1
1,paid,Clone Wars Chewbacca,1
1,paid,Credits,700
3,paid,Mk 2 BAW Armor Mod ,1
3,paid,Mk 2 Nubian Security Scanner,1
2,paid,Mk 1 Neuro-Saav Electrobinoculars,1
2,paid,Mk 1 Loronar Power Cell,1
2,paid,Mk 1 Merr-Sonn Shield Generator,1
2,paid,T1 Training Droid,5
2,paid,Mk 2 SoroSuub Keypad Prototype,1
2,paid,Mk 1 Zaltin Bacta Gel,1
2,paid,Mk 3 SoroSuub Keypad,1
2,paid,Mk 2 Arakyd Droid Caller,1
2,paid,Mk 1 Nubian Design Tech Prototype,1
2,paid,T1 Training Droid,5
2,paid,Credits,500
2,paid,Barriss Offee,1
2,paid,T1 Training Droid,5
2,paid,General Veers,1
2,paid,Mk 3 TaggeCo Holo Lens,1
2,paid,Mk 3 Neuro-Saav Electrobinoculars,1
2,paid,Mk 1 Fabritech Data Pad,1
2,paid,Mk 1 Nubian Design Tech,1
2,paid,Mk 1 CEC Fusion Furnace,1
2,paid,IG-100 MagnaGuard,1
2,paid,Snowtrooper,1
2,paid,Mk 2 Nubian Security Scanner Prototype,1
2,paid,Mk 2 Fabritech Data Pad,1
2,paid,Snowtrooper,1
2,paid,Mk 1 Chiewab Hypo Syringe Prototype,1
2,paid,Mk 1 Neuro-Saav Electrobinoculars,1
2,paid,Mk 1 BioTech Implant,1
2,paid,Count Dooku,1
1,paid,Mk 3 BlasTech Weapon Mod,1
1,paid,Mk 1 A/KT Stun Gun,1
1,paid,Mk 4 BioTech Implant,1
3,paid,Mk 1 Fabritech Data Pad,1
3,paid,Mk 1 Chiewab Hypo Syringe Prototype,1
3,paid,Lobot,1
3,paid,Teebo,1
3,paid,Credits,300
