battleID,userID,battle,n_sims
1,4,Cantina 1-F,3
2,4,Cantina 2-B,20
3,4,Cantina 2-B,13
4,1,Cantina 3-F,20
5,1,Cantina 3-F,20
6,1,Cantina 3-F,7
7,3,Cantina 3-F,20
8,3,Cantina 3-F,3
9,3,Dark Side 6-D (Hard),5
10,3,Fleet 1-D (Hard),5
11,2,Dark Side 4-E (Hard),5
12,2,Dark Side 4-A (Hard),5
13,2,Cantina 3-F,20
14,2,Cantina 3-F,18
15,2,Fleet 1-D (Hard),5
16,2,Dark Side 5-B (Hard),5
17,2,Dark Side 6-D (Hard),5
18,2,Fleet 2-B (Hard),5
19,4,Cantina 2-B,20
20,4,Cantina 2-B,3
21,4,Dark Side 5-B (Hard),5
22,4,Dark Side 4-E (Hard),5
23,4,Dark Side 4-A (Hard),3
24,4,Fleet 1-A (Hard),5
25,4,Fleet 1-G (Normal),4
26,1,Cantina 3-F,3
27,1,Fleet 1-A (Hard),4
28,1,Dark Side 4-E (Hard),5
29,2,Fleet 1-A (Hard),4
30,2,Fleet 1-G (Normal),0
31,3,Dark Side 5-B (Hard),5
32,3,Dark Side 4-E (Hard),4
33,3,Cantina 3-F,3
34,3,Fleet 1-A (Hard),5
