battleID,userID,battle,n_sims
1,3,Cantina 8-D,6
2,3,Dark Side 6-D (Hard),1
3,3,Light Side 9-D (Hard),5
4,3,Fleet 3-D (Hard),5
5,3,Fleet 3-B (Hard),2
6,3,Light Side 8-D (Hard),1
7,1,Cantina 4-G,10
8,1,Dark Side 8-A (Hard),3
9,1,Light Side 8-D (Hard),4
10,1,Fleet 3-D (Hard),2
11,1,Fleet 3-B (Hard),3
12,1,Dark Side 8-D (Hard),5
13,1,Cantina 4-G,20
14,1,Cantina 4-G,11
15,1,Dark Side 8-A (Hard),2
16,1,Fleet 1-B (Hard),5
17,1,Fleet 3-D (Hard),3
18,3,Cantina 8-D,6
19,3,Light Side 6-B (Hard),5
20,3,Fleet 4-B (Hard),5
21,3,Dark Side 6-D (Hard),3
22,3,Fleet 3-D (Hard),2
