battleID,userID,battle,n_sims
1,1,Dark Side 1-A (Hard),5
2,1,Fleet 2-D (Hard),5
3,4,Dark Side 1-A (Hard),5
4,4,Fleet 1-C (Hard),5
5,2,Dark Side 1-A (Hard),5
6,2,Fleet 2-B (Hard),5
7,1,Light Side 3-C (Hard),5
8,3,Fleet 2-D (Hard),5
9,2,Cantina 4-B,20
10,2,Cantina 4-B,11
11,2,Light Side 3-C (Hard),5
12,3,Cantina 3-F,19
13,3,Light Side 3-C (Hard),5
14,3,Dark Side 5-B (Hard),3
15,4,Cantina 1-F,20
16,4,Cantina 1-F,20
17,4,Cantina 1-F,6
18,4,Light Side 3-C (Hard),5
19,1,Cantina 3-F,20
20,4,Fleet 2-E (Normal),6
21,1,Dark Side 4-A (Hard),1
22,1,Dark Side 4-A (Hard),1
23,1,Dark Side 4-A (Hard),1
24,1,Dark Side 4-A (Hard),1
25,1,Dark Side 4-A (Hard),1
26,1,Cantina 3-G,1
27,1,Cantina 3-G,1
28,4,Cantina 1-F,12
29,4,Dark Side 5-B (Hard),5
30,4,Light Side 5-D (Hard),5
31,4,Fleet 2-E (Normal),14
32,2,Dark Side 5-B (Hard),5
33,2,Cantina 4-B,10
34,2,Light Side 5-D (Hard),5
35,2,Fleet 1-C (Hard),5
36,2,Fleet 2-G (Normal),7
37,3,Cantina 3-F,10
38,3,Dark Side 5-B (Hard),2
39,3,Fleet 2-B (Hard),5
40,3,Light Side 5-D (Hard),5
41,3,Dark Side 7-D (Hard),5
42,1,Cantina 3-F,8
43,1,Dark Side 5-B (Hard),5
44,1,Light Side 5-D (Hard),3
45,1,Fleet 1-C (Hard),5
46,1,Fleet 2-G (Normal),6
47,1,Light Side 5-D (Hard),2
48,2,Light Side 3-A (Normal),3
49,2,Light Side 3-A (Normal),3
50,3,Dark Side 6-D (Hard),5
51,3,Fleet 1-C (Hard),5
