battleID,userID,battle,n_sims
1,3,Cantina 8-D,7
2,3,Dark Side 7-D (Hard),2
3,3,Dark Side 6-D (Hard),5
4,3,Fleet 3-D (Hard),3
5,3,Light Side 5-D (Hard),2
6,3,Fleet 3-B (Hard),3
7,1,Cantina 8-F,7
8,1,Dark Side 8-A (Hard),3
9,1,Dark Side 8-B (Normal),10
10,1,Fleet 1-B (Hard),5
11,1,Fleet 2-E (Normal),4
12,1,Dark Side 7-A (Hard),5
13,1,Fleet 2-E (Hard),5
14,1,Cantina 8-C,11
15,1,Cantina 8-F,7
16,1,Cantina 8-F,7
17,1,Light Side 6-A (Hard),2
18,3,Cantina 8-D,4
19,3,Light Side 6-B (Hard),5
20,3,Dark Side 7-D (Hard),2
21,3,Fleet 4-B (Hard),5
22,3,Fleet 3-D (Hard),1
