battleID,userID,battle,n_sims
1,1,Cantina 8-C,7
2,1,Dark Side 8-A (Hard),3
3,1,Dark Side 6-J (Normal),12
4,1,Fleet 3-D (Hard),3
5,1,Fleet 3-B (Normal),6
6,3,Cantina 6-G,9
7,3,Dark Side 5-F (Hard),5
8,3,Light Side 1-D (Hard),5
9,3,Fleet 4-B (Hard),4
10,1,Cantina 8-C,18
11,1,Light Side 8-A (Hard),5
12,1,Fleet 1-B (Hard),5
13,1,Fleet 3-D (Hard),3
14,1,Dark Side 8-A (Hard),1
15,3,Cantina 6-G,6
16,3,Dark Side 1-C (Hard),5
17,3,Light Side 1-C (Hard),5
18,3,Fleet 2-D (Hard),5
19,3,Fleet 4-B (Hard),2
20,1,Cantina 8-F,1
21,1,Cantina 8-F,1
22,1,Cantina 8-F,6
