battleID,userID,battle,n_sims
1,1,Fleet 3-D (Hard),3
2,1,Cantina 7-F,6
3,1,Fleet 3-B (Normal),6
4,1,Dark Side 8-A (Hard),5
5,1,Dark Side 6-J (Normal),8
6,3,Fleet 2-D (Hard),5
7,3,Cantina 6-G,11
8,3,Dark Side 1-C (Hard),5
9,3,Light Side 1-C (Hard),5
10,3,Dark Side 5-B (Hard),1
11,3,Fleet 4-B (Hard),2
12,3,Cantina 6-G,3
13,3,Dark Side 5-F (Hard),3
14,1,Fleet 5-B (Normal),4
15,1,Dark Side 8-A (Normal),8
16,1,Light Side 8-A (Hard),5
17,1,Fleet 1-B (Hard),5
18,1,Fleet 3-D (Hard),2
19,1,Cantina 7-F,19
20,3,Cantina 6-G,5
21,3,Dark Side 1-C (Hard),5
22,3,Light Side 1-C (Hard),1
23,3,Fleet 2-D (Hard),5
24,3,Fleet 4-B (Hard),1
25,1,Dark Side 8-A (Hard),2
