battleID,userID,battle,n_sims
1,2,Fleet 2-B (Hard),5
2,2,Fleet 1-C (Hard),2
3,2,Cantina 1-B,20
4,2,Cantina 1-B,10
5,2,Light Side 5-D (Hard),5
6,2,Dark Side 6-D (Hard),3
7,3,Cantina 4-B,12
8,3,Light Side 5-D (Hard),5
9,3,Dark Side 5-B (Hard),3
10,3,Fleet 2-B (Hard),5
11,3,Fleet 1-C (Hard),2
12,2,Cantina 1-B,6
13,2,Light Side 7-D (Hard),3
14,1,Cantina 1-B,20
15,1,Cantina 1-B,20
16,1,Cantina 1-B,2
17,1,Light Side 7-D (Hard),5
18,1,Dark Side 6-D (Hard),2
19,1,Fleet 2-B (Hard),5
20,4,Cantina 4-B,17
21,4,Dark Side 1-A (Hard),5
22,4,Light Side 5-D (Hard),5
23,4,Fleet 1-C (Hard),5
24,4,Fleet 2-D (Hard),3
