battleID,userID,battle,n_sims
1,1,Fleet 2-D (Hard),5
2,4,Fleet 1-A (Normal),16
3,2,Fleet 1-C (Hard),5
4,2,Cantina 3-F,20
5,2,Cantina 3-F,20
6,2,Cantina 3-F,1
7,3,Fleet 1-C (Hard),5
8,4,Dark Side 1-A (Hard),5
9,4,Light Side 5-D (Hard),4
10,4,Cantina 1-F,20
11,4,Cantina 1-F,20
12,2,Dark Side 1-A (Hard),5
13,2,Light Side 5-D (Hard),2
14,3,Dark Side 1-A (Hard),5
15,3,Light Side 5-D (Hard),4
16,3,Cantina 1-F,20
17,3,Cantina 3-F,3
18,1,Cantina 3-F,20
19,1,Cantina 3-F,9
20,1,Dark Side 1-A (Hard),5
21,1,Light Side 5-D (Hard),3
22,1,Light Side 5-D (Hard),2
23,1,Dark Side 5-B (Hard),5
24,1,Cantina 3-F,7
25,2,Light Side 5-D (Hard),1
26,1,Cantina 3-F,8
27,1,Fleet 2-B (Hard),5
28,1,Dark Side 6-D (Hard),5
29,1,Dark Side 4-E (Hard),5
30,1,Dark Side 4-A (Hard),5
31,1,Cantina 3-F,3
32,1,Fleet 1-C (Hard),5
33,1,Dark Side 8-D (Hard),4
34,1,Fleet 1-G (Normal),2
35,1,Fleet 1-E (Hard),3
36,3,Cantina 3-F,6
37,3,Dark Side 6-D (Hard),5
38,3,Dark Side 5-B (Hard),5
39,3,Light Side 3-C (Hard),1
40,3,Fleet 1-D (Hard),5
41,3,Fleet 1-A (Hard),3
42,2,Cantina 3-F,7
43,2,Dark Side 5-B (Hard),5
44,2,Dark Side 4-E (Hard),5
45,2,Dark Side 4-A (Hard),2
46,2,Fleet 1-D (Hard),0
47,2,Fleet 1-D (Hard),4
48,4,Cantina 1-F,11
49,4,Dark Side 5-B (Hard),5
50,4,Dark Side 4-E (Hard),5
51,4,Light Side 5-D (Hard),1
