battleID,userID,battle,n_sims
1,3,Cantina 8-D,6
2,3,Dark Side 6-D (Hard),1
3,3,Dark Side 5-F (Hard),5
4,3,Light Side 1-D (Hard),4
5,3,Fleet 3-D (Hard),3
6,3,Fleet 3-B (Hard),2
7,1,Dark Side 8-A (Hard),3
8,1,Light Side 8-D (Hard),5
9,1,Fleet 3-D (Hard),3
10,1,Fleet 3-B (Hard),3
11,1,Cantina 2-G,13
12,1,Cantina 4-G,0
13,1,Cantina 4-G,20
14,1,Cantina 4-G,9
15,1,Dark Side 8-D (Hard),5
16,1,Dark Side 8-A (Hard),1
17,1,Fleet 1-B (Hard),5
18,1,Fleet 3-D (Hard),2
19,3,Cantina 8-D,4
20,3,Light Side 6-B (Hard),5
21,3,Dark Side 6-D (Hard),4
22,3,Fleet 4-B (Hard),5
23,3,Fleet 3-D (Hard),2
