battleID,userID,battle,n_sims
1,1,Fleet 2-D (Hard),5
2,3,Fleet 2-B (Hard),5
3,4,Fleet 1-C (Hard),5
4,2,Fleet 1-C (Hard),5
5,1,Dark Side 1-A (Hard),5
6,1,Cantina 3-F,20
7,1,Cantina 3-F,9
8,1,Light Side 3-C (Hard),3
9,4,Cantina 2-B,20
10,4,Cantina 2-B,18
11,4,Dark Side 1-A (Hard),5
12,4,Light Side 3-C (Hard),3
13,2,Cantina 3-F,18
14,2,Dark Side 1-A (Hard),5
15,2,Light Side 3-C (Hard),5
16,3,Cantina 3-F,16
17,3,Light Side 3-C (Hard),5
18,3,Dark Side 5-B (Hard),3
19,3,Cantina 3-F,8
20,3,Dark Side 5-B (Hard),2
21,1,Light Side 3-C (Hard),2
22,1,Cantina 3-F,9
23,1,Dark Side 5-B (Hard),5
24,1,Fleet 2-B (Hard),5
25,2,Cantina 3-F,9
26,2,Dark Side 5-B (Hard),5
27,3,Fleet 1-C (Hard),5
28,3,Dark Side 6-D (Hard),5
29,2,Fleet 2-B (Hard),0
30,2,Fleet 2-B (Hard),4
31,1,Cantina 3-F,2
32,1,Dark Side 6-D (Hard),5
33,1,Light Side 5-D (Hard),5
34,1,Fleet 1-C (Hard),5
35,3,Light Side 5-D (Hard),5
36,2,Cantina 3-F,2
37,2,Light Side 5-D (Hard),5
38,2,Dark Side 6-D (Hard),3
39,2,Fleet 2-G (Normal),9
40,4,Cantina 2-B,14
41,4,Light Side 3-C (Hard),2
42,4,Dark Side 5-B (Hard),5
43,4,Dark Side 2-B (Hard),5
44,4,Fleet 2-E (Normal),7
45,3,Cantina 3-F,4
46,3,Fleet 2-G (Normal),12
47,3,Light Side 7-E (Normal),5
