battleID,userID,battle,n_sims
1,4,Fleet 1-C (Hard),5
2,1,Fleet 2-B (Hard),5
3,2,Fleet 1-C (Hard),5
4,3,Fleet 2-B (Hard),5
5,2,Cantina 3-F,20
6,2,Cantina 3-F,9
7,2,Dark Side 1-A (Hard),5
8,2,Light Side 3-C (Hard),5
9,4,Cantina 2-B,20
10,4,Cantina 2-B,20
11,4,Cantina 2-B,12
12,4,Dark Side 1-A (Hard),5
13,4,Light Side 3-C (Hard),4
14,3,Cantina 3-F,5
15,3,Light Side 3-C (Hard),5
16,3,Dark Side 5-B (Hard),3
17,1,Cantina 3-F,19
18,1,Dark Side 1-A (Hard),5
19,1,Light Side 3-C (Hard),4
20,1,Light Side 5-D (Hard),5
21,1,Cantina 3-F,14
22,1,Dark Side 5-B (Hard),5
23,1,Fleet 2-D (Hard),5
24,3,Cantina 3-F,7
25,3,Dark Side 5-B (Hard),2
26,3,Dark Side 6-D (Hard),2
27,3,Dark Side 6-D (Hard),1
28,2,Cantina 3-F,6
29,2,Light Side 3-C (Hard),2
30,4,Cantina 2-B,7
31,4,Light Side 3-C (Hard),1
32,4,Dark Side 5-B (Hard),5
33,4,Fleet 1-D (Normal),20
34,1,Dark Side 6-D (Hard),5
35,2,Cantina 3-F,4
36,2,Dark Side 5-B (Hard),5
37,2,Dark Side 6-D (Hard),2
38,2,Fleet 2-B (Hard),0
39,2,Fleet 2-G (Normal),11
40,1,Fleet 1-C (Hard),5
41,2,Dark Side 6-D (Hard),3
42,1,Fleet 2-E (Hard),3
43,3,Cantina 3-F,5
44,1,Cantina 3-F,5
45,1,Light Side 8-A (Hard),5
46,1,Dark Side 8-B (Normal),7
