battleID,userID,battle,n_sims
1,1,Cantina 8-C,19
2,1,Dark Side 7-A (Hard),5
3,1,Fleet 2-E (Hard),5
4,3,Cantina 8-D,5
5,3,Light Side 6-B (Hard),5
6,3,Dark Side 7-D (Hard),3
7,3,Fleet 3-D (Hard),5
8,3,Fleet 3-B (Hard),2
9,1,Cantina 8-F,8
10,1,Light Side 6-A (Hard),2
11,1,Fleet 1-B (Hard),2
12,1,Light Side 6-A (Hard),3
13,1,Cantina 8-F,5
14,1,Dark Side 8-A (Hard),4
15,1,Fleet 1-B (Hard),3
16,1,Fleet 3-C (Normal),5
17,3,Dark Side 7-D (Hard),2
18,3,Cantina 8-D,5
19,3,Light Side 5-D (Hard),5
20,3,Fleet 3-C (Hard),4
21,1,Dark Side 8-A (Hard),1
22,1,Light Side 8-D (Hard),3
23,1,Fleet 3-C (Normal),4
24,3,Fleet 3-C (Hard),1
25,3,Fleet 2-E (Hard),1
26,3,Light Side 7-D (Hard),4
