battleID,userID,battle,n_sims
1,4,Fleet 1-C (Hard),5
2,2,Fleet 1-C (Hard),5
3,2,Cantina 3-F,20
4,2,Cantina 3-F,20
5,2,Dark Side 1-A (Hard),5
6,2,Light Side 5-D (Hard),3
7,4,Cantina 2-B,20
8,4,Cantina 2-B,2
9,4,Dark Side 1-A (Hard),5
10,4,Light Side 5-D (Hard),3
11,1,Cantina 4-B,18
12,1,Dark Side 1-A (Hard),5
13,3,Cantina 3-F,20
14,3,Cantina 3-F,9
15,3,Dark Side 1-A (Hard),5
16,3,Light Side 5-D (Hard),4
17,3,Fleet 2-B (Hard),5
18,3,Fleet 1-C (Hard),5
19,1,Light Side 8-A (Hard),3
20,2,Cantina 3-F,6
21,2,Fleet 1-D (Hard),5
22,2,Dark Side 5-B (Hard),5
23,3,Cantina 3-F,11
24,3,Fleet 1-D (Hard),5
25,1,Light Side 8-A (Hard),2
26,1,Fleet 2-D (Hard),5
27,1,Cantina 4-B,9
28,1,Dark Side 8-D (Hard),4
29,3,Dark Side 6-D (Hard),5
30,3,Fleet 2-E (Normal),3
31,3,Fleet 2-E (Normal),3
32,3,Fleet 2-E (Normal),2
33,2,Fleet 1-A (Hard),5
34,2,Dark Side 5-L (Normal),10
35,2,Dark Side 5-L (Normal),3
36,2,Dark Side 5-L (Normal),3
37,2,Dark Side 5-L (Normal),1
38,2,Cantina 3-F,2
39,2,Fleet 2-C (Normal),4
40,4,Cantina 1-F,8
41,1,Dark Side 8-D (Hard),1
42,1,Dark Side 6-D (Hard),5
43,4,Light Side 6-D (Normal),6
44,4,Light Side 2-E (Normal),2
45,4,Light Side 2-E (Normal),3
46,4,Light Side 2-E (Normal),3
47,4,Dark Side 5-B (Normal),11
48,4,Fleet 1-D (Hard),5
49,4,Fleet 1-A (Hard),5
50,3,Cantina 3-F,3
51,3,Light Side 5-D (Hard),1
52,4,Dark Side 5-B (Hard),5
53,4,Light Side 5-D (Hard),2
54,4,Cantina 1-F,9
