battleID,userID,battle,n_sims
1,2,Cantina 2-F,6
2,2,Light Side 5-D (Hard),5
3,2,Cantina 2-F,5
4,2,Fleet 1-C (Hard),5
5,2,Fleet 3-C (Hard),1
6,1,Cantina 7-A,6
7,1,Dark Side 5-B (Hard),5
8,1,Light Side 5-D (Hard),2
9,1,Dark Side 7-E (Normal),3
10,1,Fleet 2-B (Hard),1
11,1,Fleet 2-D (Hard),1
12,1,Fleet 2-D (Hard),3
13,4,Dark Side 1-A (Hard),5
14,4,Cantina 4-B,7
15,4,Light Side 3-C (Hard),5
16,4,Fleet 2-D (Hard),5
17,4,Fleet 1-C (Hard),2
18,1,Fleet 2-D (Hard),1
19,1,Dark Side 7-E (Normal),10
20,1,Fleet 3-C (Hard),4
21,3,Cantina 2-F,20
22,3,Cantina 2-F,7
23,3,Dark Side 6-D (Hard),5
24,3,Dark Side 5-B (Hard),3
25,3,Fleet 2-B (Hard),2
26,3,Fleet 2-D (Hard),2
27,3,Fleet 2-D (Hard),3
28,1,Light Side 8-A (Hard),4
29,1,Fleet 3-C (Hard),1
30,2,Cantina 2-F,7
31,2,Light Side 3-A (Normal),3
32,2,Dark Side 3-I (Normal),6
33,2,Dark Side 3-I (Normal),3
34,2,Light Side 3-A (Normal),3
35,2,Dark Side 3-I (Normal),16
36,2,Fleet 3-C (Hard),4
37,4,Dark Side 1-A (Hard),5
38,4,Light Side 3-C (Hard),4
39,4,Cantina 4-B,4
40,1,Cantina 7-A,11
41,4,Fleet 2-B (Hard),5
42,2,Fleet 2-B (Hard),3
43,3,Dark Side 6-D (Hard),3
44,3,Fleet 2-B (Hard),2
