battleID,userID,battle,n_sims
1,3,Cantina 2-B,0
2,3,Cantina 2-B,0
3,3,Cantina 2-B,0
4,3,Cantina 2-B,0
5,3,Cantina 2-B,0
6,3,Cantina 2-B,0
7,3,Cantina 2-B,0
8,3,Cantina 2-B,0
9,3,Cantina 2-B,0
10,3,Cantina 2-B,0
11,3,Cantina 2-B,0
12,3,Cantina 2-B,0
13,3,Cantina 2-B,0
14,3,Cantina 2-B,0
15,2,Cantina 2-B,0
16,2,Cantina 2-B,0
17,2,Cantina 2-B,0
18,2,Cantina 2-B,0
19,2,Cantina 2-B,0
20,2,Cantina 2-B,0
21,2,Cantina 2-B,0
22,2,Cantina 2-B,0
23,2,Cantina 2-B,0
24,2,Cantina 2-B,0
25,3,Dark Side 1-A (Hard),0
26,2,Cantina 2-B,0
27,2,Cantina 2-B,0
28,2,Cantina 2-B,0
29,2,Cantina 2-B,0
30,2,Cantina 2-B,0
31,2,Cantina 2-B,0
32,3,Dark Side 1-A (Hard),0
33,2,Cantina 2-B,0
34,3,Dark Side 1-A (Hard),0
35,3,Dark Side 1-A (Hard),0
36,3,Dark Side 1-A (Hard),0
37,3,Light Side 2-E (Hard),0
38,3,Light Side 2-E (Hard),0
39,2,Dark Side 1-A (Hard),0
40,3,Light Side 2-E (Hard),0
41,2,Dark Side 1-A (Hard),0
42,3,Light Side 2-E (Hard),0
43,2,Dark Side 1-A (Hard),0
44,2,Dark Side 1-A (Hard),0
45,2,Dark Side 1-A (Hard),0
46,1,Cantina 2-B,8
47,2,Light Side 2-E (Hard),0
48,1,Dark Side 1-A (Hard),5
49,2,Light Side 2-E (Hard),0
50,1,Fleet 2-D (Hard),5
51,2,Light Side 2-E (Hard),0
52,2,Light Side 2-E (Hard),0
53,2,Light Side 2-E (Hard),0
54,1,Light Side 7-G (Normal),2
55,1,Light Side 7-G (Normal),1
56,1,Light Side 7-G (Normal),1
57,1,Cantina 2-B,3
58,1,Cantina 2-B,15
59,2,Dark Side 2-A (Normal),0
60,2,Dark Side 2-A (Normal),0
61,2,Light Side 3-C (Normal),0
62,2,Dark Side 2-H (Normal),0
63,2,Cantina 2-B,0
64,2,Cantina 2-B,0
65,2,Cantina 2-B,0
66,2,Cantina 2-B,0
67,2,Cantina 2-B,0
68,2,Cantina 2-B,0
69,2,Cantina 2-B,0
70,1,Cantina 1-F,6
71,1,Light Side 7-F (Normal),1
72,1,Light Side 7-F (Normal),1
73,1,Dark Side 5-C (Normal),2
74,1,Dark Side 5-C (Normal),1
75,1,Dark Side 5-C (Normal),1
76,1,Dark Side 8-A (Normal),3
77,1,Dark Side 8-A (Normal),2
78,1,Dark Side 8-A (Normal),2
79,1,Dark Side 8-A (Normal),1
80,1,Dark Side 7-H (Normal),1
81,1,Dark Side 8-A (Normal),5
82,1,Dark Side 8-A (Normal),2
83,1,Dark Side 8-A (Normal),2
84,1,Dark Side 8-A (Normal),1
85,1,Dark Side 8-A (Normal),1
86,1,Dark Side 8-A (Normal),1
87,1,Dark Side 8-A (Normal),1
88,1,Fleet 1-D (Hard),5
