battleID,userID,battle,n_sims
1,3,Cantina 8-D,6
2,3,Dark Side 6-D (Hard),3
3,3,Dark Side 5-F (Hard),5
4,3,Fleet 3-D (Hard),4
5,3,Light Side 1-D (Hard),4
6,3,Fleet 3-B (Hard),2
7,1,Cantina 7-F,7
8,1,Dark Side 8-A (Hard),4
9,1,Fleet 3-D (Hard),3
10,1,Fleet 3-B (Hard),4
11,1,Dark Side 9-E (Normal),10
12,1,Dark Side 9-E (Normal),8
13,1,Fleet 1-B (Hard),1
14,1,Dark Side 8-D (Hard),5
15,1,Cantina 7-F,19
16,1,Fleet 1-B (Hard),5
17,1,Dark Side 8-A (Hard),1
18,1,Fleet 3-D (Hard),3
19,3,Cantina 8-D,4
20,3,Light Side 6-B (Hard),5
21,3,Fleet 4-B (Hard),5
22,3,Dark Side 6-D (Hard),2
23,3,Fleet 3-D (Hard),1
