battleID,userID,battle,n_sims
1,3,Dark Side 6-D (Hard),1
2,3,Dark Side 7-D (Hard),5
3,3,Fleet 3-D (Hard),3
4,3,Cantina 8-D,6
5,3,Light Side 9-D (Hard),2
6,3,Fleet 3-B (Hard),3
7,1,Cantina 4-G,10
8,1,Dark Side 8-A (Hard),4
9,1,Light Side 8-D (Hard),4
10,1,Fleet 3-D (Hard),3
11,1,Fleet 3-B (Hard),3
12,1,Cantina 4-G,20
13,1,Cantina 2-G,14
14,1,Dark Side 8-D (Hard),5
15,1,Fleet 1-B (Hard),5
16,1,Fleet 3-D (Hard),3
17,3,Dark Side 8-A (Hard),2
18,3,Light Side 6-B (Hard),5
19,3,Fleet 4-B (Hard),5
20,3,Dark Side 6-D (Hard),4
21,3,Cantina 8-D,4
22,3,Fleet 3-D (Hard),1
