battleID,userID,battle,n_sims
1,2,Fleet 2-D (Hard),5
2,2,Cantina 4-B,20
3,2,Cantina 4-B,9
4,1,Cantina 4-B,18
5,1,Light Side 3-C (Hard),5
6,1,Dark Side 5-B (Hard),2
7,1,Light Side 3-C (Hard),5
8,1,Dark Side 5-B (Hard),3
9,3,Fleet 2-D (Hard),5
10,3,Cantina 2-F,20
11,3,Light Side 3-C (Hard),5
12,3,Dark Side 5-B (Hard),3
13,4,Fleet 2-B (Hard),5
14,4,Cantina 3-F,20
15,4,Cantina 3-F,16
16,4,Dark Side 1-A (Hard),5
17,4,Light Side 3-C (Hard),5
18,4,Dark Side 5-B (Hard),5
19,4,Light Side 5-D (Hard),4
20,1,Fleet 2-D (Hard),5
21,1,Cantina 4-B,8
22,1,Dark Side 5-B (Hard),3
23,1,Light Side 5-D (Hard),5
24,1,Fleet 2-B (Hard),4
25,4,Cantina 3-F,9
26,4,Light Side 5-D (Hard),1
27,4,Fleet 1-C (Hard),5
28,2,Cantina 4-B,9
29,2,Dark Side 5-B (Hard),2
30,2,Light Side 5-D (Hard),5
31,2,Fleet 2-B (Hard),5
32,3,Dark Side 5-B (Hard),2
33,3,Cantina 2-F,13
34,3,Fleet 2-B (Hard),5
35,2,Dark Side 6-D (Hard),4
36,2,Fleet 1-C (Hard),3
37,3,Dark Side 6-D (Hard),5
38,3,Fleet 1-C (Hard),3
39,1,Dark Side 6-D (Hard),4
40,1,Fleet 1-C (Hard),1
41,4,Light Side 7-D (Normal),17
42,4,Fleet 2-D (Hard),0
43,4,Fleet 2-D (Hard),0
44,3,Cantina 2-F,3
45,3,Light Side 5-D (Hard),5
46,3,Fleet 1-C (Hard),2
47,2,Cantina 4-B,3
48,2,Dark Side 6-D (Hard),1
49,2,Light Side 7-D (Normal),8
50,2,Fleet 1-C (Hard),2
51,4,Cantina 3-F,3
52,4,Light Side 7-D (Normal),9
53,4,Fleet 2-D (Hard),0
54,1,Cantina 3-F,3
55,1,Dark Side 6-D (Hard),1
56,1,Light Side 8-A (Hard),4
57,4,Fleet 2-D (Hard),0
