battleID,userID,battle,n_sims
1,3,Cantina 8-D,7
2,3,Dark Side 6-D (Hard),2
3,3,Light Side 9-D (Hard),5
4,3,Light Side 5-D (Hard),2
5,3,Fleet 3-D (Hard),5
6,3,Fleet 3-B (Hard),2
7,1,Cantina 4-G,11
8,1,Dark Side 8-A (Hard),4
9,1,Light Side 8-D (Hard),4
10,1,Fleet 3-D (Hard),3
11,1,Fleet 3-B (Hard),3
12,1,Dark Side 8-D (Hard),5
13,1,Cantina 4-G,20
14,1,Cantina 4-G,10
15,1,Fleet 1-B (Hard),5
16,1,Fleet 3-D (Hard),3
17,1,Dark Side 8-A (Hard),2
18,3,Cantina 8-D,2
19,3,Light Side 6-B (Hard),5
20,3,Fleet 4-B (Hard),5
