battleID,userID,battle,n_sims
1,3,Cantina 3-F,20
2,3,Cantina 3-F,9
3,3,Light Side 3-C (Hard),5
4,3,Dark Side 5-B (Hard),2
5,3,Fleet 2-D (Hard),5
6,2,Cantina 4-B,20
7,2,Cantina 4-B,10
8,2,Dark Side 1-A (Hard),5
9,2,Light Side 3-C (Hard),5
10,2,Fleet 2-D (Hard),5
11,1,Cantina 4-B,20
12,1,Cantina 4-B,20
13,1,Cantina 4-B,2
14,1,Light Side 3-C (Hard),5
15,1,Dark Side 5-B (Hard),4
16,1,Fleet 2-D (Hard),5
17,3,Dark Side 5-B (Hard),3
18,2,Dark Side 5-B (Hard),5
19,2,Cantina 4-B,10
20,2,Light Side 5-D (Hard),3
21,2,Fleet 2-B (Hard),5
22,2,Fleet 1-C (Hard),4
23,2,Dark Side 6-D (Hard),3
24,3,Cantina 3-F,10
25,3,Light Side 5-D (Hard),5
26,3,Dark Side 6-D (Hard),5
27,3,Fleet 2-B (Hard),5
28,3,Fleet 1-C (Hard),3
29,1,Cantina 4-B,10
30,1,Dark Side 5-B (Hard),1
31,1,Light Side 5-D (Hard),5
32,1,Fleet 2-B (Hard),5
33,1,Dark Side 6-D (Hard),5
34,1,Fleet 1-C (Hard),2
35,2,Dark Side 6-D (Hard),2
36,2,Light Side 5-D (Hard),2
