battleID,userID,battle,n_sims
1,3,Cantina 5-D,5
2,3,Light Side 6-B (Hard),5
3,3,Dark Side 7-D (Hard),2
4,3,Fleet 2-A (Hard),5
5,3,Fleet 3-D (Hard),1
6,1,Cantina 5-G ,20
7,1,Cantina 5-G ,5
8,1,Dark Side 7-A (Hard),5
9,1,Light Side 6-A (Hard),2
10,1,Fleet 2-E (Hard),5
11,1,Fleet 1-B (Hard),2
12,1,Cantina 5-G ,9
13,1,Light Side 6-A (Hard),3
14,1,Light Side 8-D (Hard),5
15,1,Dark Side 5-D (Hard),1
16,1,Fleet 1-B (Hard),3
17,1,Fleet 5-A (Hard),3
18,3,Cantina 5-D,9
19,3,Dark Side 7-D (Hard),3
20,3,Fleet 3-D (Hard),4
21,3,Fleet 3-B (Hard),2
22,3,Light Side 8-D (Hard),5
