battleID,userID,battle,n_sims
1,3,Dark Side 6-D (Hard),5
2,3,Fleet 3-D (Hard),5
3,1,Dark Side 8-A (Hard),5
4,1,Fleet 3-D (Hard),5
5,1,Light Side 8-D (Hard),4
6,1,Cantina 4-G,11
7,1,Fleet 3-B (Hard),2
8,3,Cantina 8-D,7
9,3,Dark Side 7-D (Hard),5
10,3,Fleet 3-B (Hard),2
11,1,Cantina 4-G,20
12,1,Cantina 4-G,10
13,1,Dark Side 8-D (Hard),5
14,1,Fleet 1-B (Hard),5
15,1,Fleet 3-D (Hard),2
16,1,Dark Side 8-A (Hard),1
17,3,Cantina 8-D,4
18,3,Light Side 6-B (Hard),5
19,3,Fleet 4-B (Hard),5
20,3,Fleet 3-D (Hard),2
21,3,Dark Side 6-D (Hard),4
