battleID,userID,battle,n_sims
1,1,Cantina 5-D,20
2,1,Cantina 5-D,5
3,1,Dark Side 7-A (Hard),5
4,1,Fleet 2-E (Hard),5
5,1,Light Side 6-A (Hard),2
6,1,Fleet 1-B (Hard),2
7,3,Light Side 6-B (Hard),5
8,3,Dark Side 7-D (Hard),3
9,3,Fleet 3-D (Hard),5
10,3,Fleet 3-B (Hard),2
11,3,Cantina 8-D,4
12,1,Cantina 8-C,6
13,1,Light Side 6-A (Hard),3
14,1,Dark Side 8-A (Hard),5
15,1,Fleet 1-B (Hard),3
16,1,Light Side 8-D (Hard),1
17,3,Dark Side 7-D (Hard),2
18,3,Cantina 8-D,6
19,3,Light Side 7-D (Hard),5
20,3,Fleet 3-B (Hard),3
21,3,Fleet 2-E (Hard),3
22,3,Light Side 8-D (Hard),1
23,1,Light Side 8-D (Hard),4
24,1,Fleet 5-B (Normal),12
25,3,Light Side 8-D (Hard),4
26,3,Fleet 2-E (Hard),2
