battleID,userID,battle,n_sims
1,1,Cantina 7-A,14
2,1,Light Side 5-D (Hard),5
3,2,Light Side 5-D (Hard),2
4,2,Cantina 2-F,20
5,2,Cantina 2-F,7
6,2,Dark Side 5-B (Hard),5
7,2,Fleet 1-C (Hard),5
8,2,Fleet 2-D (Hard),2
9,3,Cantina 4-B,20
10,3,Cantina 4-B,8
11,3,Light Side 5-D (Hard),2
12,3,Dark Side 5-B (Hard),5
13,3,Dark Side 6-J (Normal),20
14,1,Fleet 2-D (Hard),5
15,3,Fleet 1-C (Hard),5
16,3,Fleet 2-D (Hard),5
17,4,Dark Side 6-D (Hard),5
18,4,Cantina 4-B,20
19,4,Cantina 4-B,9
20,4,Dark Side 1-A (Hard),5
21,4,Dark Side 5-B (Hard),2
22,4,Fleet 2-B (Hard),5
23,4,Fleet 1-C (Hard),2
24,1,Light Side 6-D (Normal),8
25,4,Light Side 5-D (Hard),5
26,1,Dark Side 1-F (Normal),3
27,1,Dark Side 3-I (Normal),6
28,1,Cantina 7-A,20
29,1,Cantina 7-A,6
30,4,Cantina 4-B,17
31,4,Dark Side 1-A (Hard),5
32,4,Light Side 5-D (Hard),3
33,4,Fleet 2-B (Hard),5
34,4,Fleet 2-D (Hard),1
35,3,Fleet 2-B (Hard),5
36,3,Fleet 2-D (Hard),2
37,3,Cantina 4-B,18
38,3,Light Side 5-D (Hard),5
39,3,Dark Side 6-D (Hard),1
40,1,Dark Side 6-D (Hard),5
41,1,Light Side 5-D (Hard),3
42,2,Fleet 2-B (Hard),5
43,2,Fleet 1-C (Hard),2
44,2,Cantina 2-F,20
45,2,Cantina 2-F,17
46,2,Light Side 5-D (Hard),5
47,2,Dark Side 6-D (Hard),3
48,1,Fleet 2-B (Hard),5
49,1,Fleet 2-D (Hard),1
