battleID,userID,battle,n_sims
1,2,Cantina 1-F,6
2,2,Dark Side 1-A (Hard),5
3,2,Light Side 2-D (Hard),3
4,3,Cantina 1-F,0
5,3,Cantina 1-F,0
6,3,Cantina 1-F,0
7,3,Cantina 1-F,0
8,2,Cantina 1-F,4
9,2,Light Side 2-A (Hard),5
10,3,Dark Side 1-A (Hard),0
11,3,Dark Side 1-A (Hard),0
12,3,Dark Side 1-A (Hard),0
13,3,Dark Side 1-A (Hard),0
14,3,Dark Side 1-A (Hard),0
15,1,Cantina 2-A,9
16,1,Dark Side 1-A (Hard),5
17,1,Light Side 3-E (Hard),4
18,1,Fleet 1-A,5
19,3,Light Side 2-F (Hard),0
20,3,Light Side 2-F (Hard),0
21,3,Light Side 2-F (Hard),0
22,3,Cantina 1-F,8
23,3,Light Side 2-D (Hard),5
24,3,Cantina 1-F,8
25,3,Light Side 2-F (Hard),2
26,3,Light Side 2-A (Hard),4
27,3,Light Side 2-A (Hard),0
28,2,Cantina 1-F,8
29,2,Light Side 2-D (Hard),2
30,2,Dark Side 1-D (Hard),5
31,1,Cantina 2-A,9
32,1,Light Side 3-E (Hard),1
33,1,Dark Side 2-C (Hard),5
34,3,Light Side 3-D (Hard),0
35,3,Light Side 3-D (Hard),0
36,3,Light Side 3-D (Hard),0
37,3,Light Side 3-D (Hard),0
38,3,Light Side 3-D (Hard),0
39,1,Fleet 1-E,5
40,1,Fleet 1-C,5
41,2,Light Side 2-E (Hard),5
42,1,Cantina 2-A,6
43,1,Fleet 1-D,2
44,1,Light Side 5-E (Hard),5
45,1,Dark Side 3-E (Hard),5
46,3,Cantina 1-F,3
47,3,Cantina 1-F,0
48,3,Cantina 1-F,0
49,3,Cantina 1-F,0
50,2,Light Side 2-C (Hard),0
51,2,Light Side 2-C (Hard),4
52,3,Light Side 3-E (Hard),0
53,3,Light Side 3-E (Hard),4
54,3,Light Side 2-E (Hard),5
55,3,Light Side 2-C (Hard),5
56,3,Light Side 2-B (Hard),5
57,2,Cantina 1-F,5
58,2,Light Side 2-B (Hard),5
