battleID,userID,battle,n_sims
1,2,Fleet 1-C (Hard),5
2,3,Fleet 1-C (Hard),5
3,1,Fleet 2-D (Hard),5
4,4,Fleet 1-A (Hard),5
5,2,Cantina 3-F,20
6,2,Cantina 3-F,20
7,2,Cantina 3-F,1
8,2,Dark Side 1-A (Hard),5
9,2,Light Side 5-D (Hard),2
10,1,Cantina 3-F,17
11,1,Dark Side 1-A (Hard),5
12,1,Light Side 5-D (Hard),3
13,4,Cantina 2-B,20
14,4,Cantina 2-B,1
15,4,Dark Side 1-A (Hard),5
16,4,Light Side 5-D (Hard),3
17,3,Dark Side 1-A (Hard),5
18,3,Light Side 5-D (Hard),2
19,3,Cantina 3-F,20
20,3,Cantina 3-F,15
21,3,Light Side 5-D (Hard),3
22,3,Dark Side 6-D (Hard),5
23,3,Fleet 1-D (Hard),5
24,4,Cantina 2-B,9
25,4,Light Side 5-D (Hard),2
26,4,Dark Side 4-E (Hard),5
27,4,Dark Side 4-A (Hard),4
28,4,Fleet 1-C (Hard),0
29,1,Light Side 8-A (Hard),5
30,1,Fleet 2-B (Hard),5
31,1,Dark Side 8-D (Hard),4
32,1,Cantina 3-F,9
33,3,Fleet 1-A (Hard),5
34,3,Dark Side 5-B (Hard),5
35,2,Light Side 5-D (Hard),3
36,2,Fleet 1-D (Hard),5
37,2,Fleet 1-A (Hard),5
38,2,Cantina 3-F,12
39,2,Dark Side 2-B (Hard),5
40,3,Dark Side 6-A (Normal),2
41,2,Light Side 5-K (Normal),18
42,2,Light Side 5-K (Normal),2
43,2,Light Side 5-K (Normal),1
44,2,Fleet 1-B (Hard),0
45,2,Fleet 1-B (Hard),4
46,3,Fleet 1-B (Hard),0
47,3,Fleet 1-B (Hard),0
48,3,Fleet 1-B (Hard),3
49,4,Dark Side 5-B (Normal),8
50,4,Light Side 6-D (Normal),2
51,4,Light Side 6-D (Normal),2
52,4,Light Side 6-D (Normal),2
53,2,Light Side 5-K (Normal),2
54,2,Dark Side 5-L (Normal),5
55,3,Dark Side 6-J (Normal),17
56,4,Cantina 2-B,8
57,4,Light Side 6-D (Normal),2
58,4,Light Side 2-E (Normal),2
59,4,Fleet 1-C (Hard),0
60,4,Fleet 1-C (Hard),3
61,1,Cantina 3-F,2
62,1,Dark Side 6-D (Hard),5
63,1,Fleet 1-C (Hard),5
64,3,Cantina 3-F,7
