battleID,userID,battle,n_sims
1,1,Dark Side 7-A (Hard),4
2,1,Cantina 8-B,11
3,1,Light Side 6-A (Hard),3
4,1,Fleet 2-E (Hard),5
5,1,Fleet 1-B (Hard),2
6,3,Cantina 5-D,5
7,3,Light Side 6-B (Hard),5
8,3,Dark Side 7-D (Hard),3
9,3,Fleet 2-A (Hard),5
10,3,Fleet 3-D (Hard),2
11,1,Fleet 1-B (Hard),3
12,1,Fleet 5-A (Hard),3
13,1,Light Side 6-A (Hard),2
14,1,Cantina 8-B,6
15,1,Light Side 8-D (Hard),5
16,1,Dark Side 5-D (Hard),1
17,3,Cantina 5-D,8
18,3,Dark Side 7-D (Hard),2
19,3,Fleet 3-D (Hard),3
20,3,Fleet 3-B (Hard),2
21,3,Light Side 8-D (Hard),5
