battleID,userID,battle,n_sims
1,1,Cantina 8-B,19
2,1,Light Side 8-D (Hard),5
3,1,Dark Side 5-D (Hard),1
4,1,Fleet 1-B (Hard),5
5,1,Fleet 5-A (Hard),2
6,3,Light Side 6-B (Hard),5
7,3,Dark Side 7-D (Hard),3
8,3,Fleet 2-A (Hard),5
9,3,Fleet 3-D (Hard),1
10,3,Cantina 5-D,15
11,1,Cantina 8-B,6
12,1,Dark Side 5-D (Hard),4
13,1,Dark Side 9-B (Hard),5
14,1,Fleet 5-A (Hard),3
15,1,Fleet 5-H (Normal),6
16,3,Cantina 5-D,8
17,3,Dark Side 7-D (Hard),2
18,3,Fleet 3-D (Hard),4
19,3,Light Side 8-D (Hard),5
20,3,Fleet 2-E (Hard),2
21,1,Light Side 8-H (Normal),8
22,1,Fleet 5-H (Normal),4
