battleID,userID,battle,n_sims
1,1,Dark Side 7-A (Hard),5
2,1,Fleet 2-E (Hard),5
3,1,Cantina 5-F,20
4,1,Cantina 5-F,15
5,1,Light Side 6-A (Hard),2
6,1,Fleet 1-B (Hard),1
7,3,Cantina 6-B,5
8,3,Light Side 6-B (Hard),5
9,3,Dark Side 7-D (Hard),3
10,3,Fleet 2-A (Hard),5
11,3,Fleet 3-D (Hard),1
12,1,Cantina 5-F,8
13,1,Light Side 6-A (Hard),3
14,1,Dark Side 8-D (Hard),1
15,1,Dark Side 8-D (Hard),1
16,1,Dark Side 8-A (Hard),3
17,1,Fleet 1-B (Hard),4
18,1,Fleet 2-E (Normal),5
19,3,Cantina 6-B,9
20,3,Dark Side 7-D (Hard),2
21,3,Fleet 3-D (Hard),4
22,3,Light Side 7-D (Hard),5
23,3,Fleet 3-B (Hard),1
24,1,Dark Side 8-A (Hard),2
25,1,Fleet 2-E (Normal),4
26,3,Light Side 8-D (Hard),4
27,3,Fleet 3-B (Hard),2
