battleID,userID,battle,n_sims
1,1,Dark Side 7-A (Hard),5
2,1,Fleet 2-E (Hard),5
3,1,Light Side 6-A (Hard),2
4,1,Fleet 1-B (Hard),2
5,1,Cantina 5-F,20
6,1,Cantina 5-F,15
7,3,Light Side 6-B (Hard),5
8,3,Fleet 2-A (Hard),5
9,3,Cantina 6-B,6
10,3,Dark Side 7-D (Hard),2
11,3,Fleet 3-D (Hard),2
12,3,Cantina 6-B,8
13,3,Dark Side 7-D (Hard),3
14,3,Fleet 3-D (Hard),3
15,3,Light Side 7-D (Hard),4
16,3,Fleet 3-B (Hard),2
17,1,Light Side 6-A (Hard),3
18,1,Cantina 5-F,9
19,1,Dark Side 8-D (Hard),5
20,1,Fleet 1-B (Hard),3
21,1,Dark Side 8-A (Hard),1
22,1,Fleet 1-E (Normal),10
23,1,Dark Side 8-A (Hard),4
24,1,Fleet 1-E (Normal),5
25,3,Light Side 7-D (Hard),1
26,3,Light Side 8-D (Hard),3
27,3,Fleet 3-B (Hard),2
