battleID,userID,battle,n_sims
1,1,Fleet 1-E,5
2,1,Fleet 1-C,1
3,1,Dark Side 1-A (Hard),2
4,1,Light Side 3-E (Hard),2
5,1,Dark Side 2-C (Hard),5
6,1,Cantina 2-A,12
7,1,Light Side 5-E (Hard),1
8,1,Light Side 5-E (Hard),3
9,1,Fleet 1-C,3
10,2,Cantina 1-F,8
11,2,Light Side 2-F (Hard),1
12,2,Light Side 2-D (Hard),5
13,2,Light Side 3-E (Hard),5
14,2,Dark Side 2-C (Hard),1
15,3,Cantina 1-F,8
16,3,Dark Side 1-A (Hard),2
17,3,Light Side 1-B (Hard),5
18,3,Light Side 2-A (Hard),5
19,1,Cantina 2-A,3
20,1,Fleet 1-D,3
21,1,Light Side 5-E (Hard),1
22,1,Dark Side 3-E (Hard),5
23,1,Dark Side 1-B (Hard),1
24,1,Cantina 2-A,15
