battleID,userID,battle,n_sims
1,1,Cantina 7-A,19
2,1,Light Side 5-D (Hard),5
3,1,Dark Side 6-D (Hard),2
4,1,Fleet 2-B (Hard),4
5,1,Fleet 2-D (Hard),3
6,3,Cantina 4-B,20
7,3,Cantina 4-B,20
8,3,Cantina 4-B,7
9,3,Dark Side 6-D (Hard),2
10,3,Dark Side 5-B (Hard),5
11,3,Dark Side 7-E (Normal),7
12,3,Fleet 1-C (Hard),3
13,3,Fleet 2-D (Hard),4
14,4,Cantina 4-B,20
15,4,Cantina 4-B,10
16,4,Light Side 5-D (Hard),2
17,4,Dark Side 6-D (Hard),5
18,4,Fleet 2-B (Hard),2
19,4,Fleet 1-C (Hard),2
20,4,Fleet 1-C (Hard),3
21,1,Dark Side 5-B (Hard),3
22,4,Cantina 4-B,4
23,4,Dark Side 5-B (Hard),3
24,2,Dark Side 6-D (Hard),5
25,2,Fleet 1-C (Hard),5
26,2,Fleet 2-D (Hard),2
27,2,Cantina 7-A,9
28,2,Dark Side 5-B (Hard),5
29,4,Fleet 2-B (Hard),5
30,4,Fleet 1-C (Hard),2
31,4,Cantina 4-B,18
32,4,Dark Side 1-A (Hard),5
33,4,Light Side 5-D (Hard),5
34,1,Fleet 2-B (Hard),5
35,1,Fleet 2-D (Hard),2
36,1,Cantina 7-A,11
37,1,Dark Side 6-D (Hard),5
38,1,Light Side 5-D (Hard),4
