battleID,userID,battle,n_sims
1,1,Cantina 7-F,6
2,1,Fleet 3-D (Hard),4
3,1,Light Side 9-H (Normal),16
4,1,Fleet 5-A (Normal),5
5,3,Cantina 6-G,9
6,3,Dark Side 5-B (Hard),5
7,3,Fleet 3-D (Hard),5
8,3,Dark Side 5-F (Hard),5
9,3,Cantina 6-G,5
10,3,Dark Side 1-C (Hard),5
11,3,Light Side 1-C (Hard),5
12,3,Fleet 4-B (Hard),5
13,3,Fleet 2-D (Hard),2
14,3,Dark Side 5-B (Hard),1
15,1,Light Side 8-A (Hard),5
16,1,Cantina 7-F,19
17,1,Light Side 9-H (Normal),4
18,1,Fleet 1-B (Hard),5
19,1,Fleet 3-D (Hard),3
