battleID,userID,battle,n_sims
1,4,Fleet 1-A (Normal),15
2,3,Fleet 1-B (Normal),15
3,2,Fleet 1-A (Normal),15
4,4,Cantina 1-F,20
5,4,Cantina 1-F,20
6,4,Cantina 2-B,13
7,4,Dark Side 1-A (Hard),5
8,2,Cantina 2-B,20
9,2,Cantina 2-B,20
10,2,Cantina 2-B,14
11,4,Light Side 5-D (Hard),4
12,2,Dark Side 1-A (Hard),5
13,2,Light Side 5-D (Hard),3
14,3,Cantina 2-B,20
15,3,Cantina 2-B,4
16,3,Dark Side 1-A (Hard),5
17,3,Light Side 5-D (Hard),5
18,3,Cantina 2-B,7
19,3,Fleet 1-B (Normal),9
20,3,Dark Side 4-A (Hard),5
21,1,Cantina 2-B,20
22,1,Cantina 2-B,3
23,1,Fleet 2-D (Hard),5
24,1,Dark Side 1-A (Hard),5
25,1,Light Side 5-D (Hard),3
26,1,Cantina 2-B,20
27,1,Cantina 2-B,18
28,1,Dark Side 6-D (Hard),5
29,1,Fleet 1-C (Hard),5
30,2,Cantina 2-B,8
31,2,Dark Side 4-A (Hard),5
32,2,Fleet 1-A (Normal),6
33,3,Cantina 2-B,9
34,3,Dark Side 4-E (Hard),5
35,3,Fleet 1-B (Normal),5
36,1,Dark Side 5-B (Hard),5
37,1,Dark Side 5-D (Hard),5
38,3,Light Side 6-G (Normal),11
39,1,Fleet 2-B (Har),5
40,3,Cantina 2-B,5
41,2,Light Side 5-F (Normal),15
42,2,Cantina 2-B,6
43,2,Fleet 1-A (Normal),12
44,2,Light Side 5-F (Normal),5
45,4,Cantina 2-B,17
46,4,Fleet 1-A (Normal),20
47,4,Light Side 6-D (Normal),2
48,4,Light Side 6-D (Normal),2
49,4,Light Side 6-H (Normal),4
50,4,Dark Side 5-D (Normal),2
51,4,Light Side 6-D (Normal),5
52,4,Light Side 6-D (Normal),5
53,4,Light Side 6-H (Normal),10
54,4,Light Side 6-H (Normal),6
55,,,
56,,,
57,,,
58,,,
