battleID,userID,battle,n_sims
1,1,Dark Side 7-A (Hard),5
2,1,Cantina 8-B,11
3,1,Fleet 2-E (Hard),5
4,3,Cantina 5-D,5
5,3,Fleet 2-A (Hard),5
6,3,Light Side 6-B (Hard),5
7,1,Light Side 6-A (Hard),2
8,3,Fleet 3-D (Hard),2
9,1,Light Side 6-A (Hard),3
10,1,Cantina 8-B,7
11,1,Light Side 8-D (Hard),5
12,1,Fleet 1-B (Hard),5
13,1,Fleet 5-A (Hard),3
14,1,Dark Side 5-D (Hard),1
15,3,Cantina 5-D,9
16,3,Dark Side 7-D (Hard),5
17,3,Fleet 3-D (Hard),3
18,3,Fleet 3-B (Hard),2
19,3,Light Side 8-D (Hard),3
20,1,Dark Side 5-D (Hard),4
21,1,Fleet 5-A (Hard),2
