battleID,userID,battle,n_sims
1,1,Fleet 2-B (Hard),5
2,4,Fleet 1-C (Hard),5
3,2,Fleet 1-C (Hard),5
4,3,Fleet 2-B (Hard),5
5,2,Cantina 3-F,20
6,2,Cantina 3-F,20
7,2,Cantina 3-F,1
8,2,Dark Side 1-A (Hard),5
9,1,Cantina 3-F,20
10,1,Cantina 3-F,10
11,3,Cantina 3-F,20
12,3,Cantina 3-F,9
13,3,Dark Side 1-A (Hard),5
14,3,Light Side 3-C (Hard),4
15,1,Dark Side 1-A (Hard),5
16,1,Light Side 3-C (Hard),3
17,4,Dark Side 1-A (Hard),5
18,4,Light Side 3-C (Hard),4
19,4,Cantina 2-B,20
20,4,Cantina 2-B,17
21,1,Light Side 3-C (Hard),1
22,4,Cantina 2-B,8
23,4,Light Side 3-C (Hard),1
24,4,Light Side 6-F (Normal),9
25,4,Fleet 1-D (Normal),8
26,2,Light Side 3-C (Hard),2
27,2,Fleet 2-G (Normal),12
28,2,Cantina 3-F,9
29,2,Dark Side 6-D (Hard),5
30,2,Dark Side 6-G (Normal),4
31,3,Cantina 3-F,9
32,3,Light Side 6-F (Normal),16
33,3,Fleet 2-G (Normal),10
34,1,Cantina 3-F,9
35,1,Dark Side 7-E (Normal),14
36,1,Fleet 2-G (Normal),10
37,4,Cantina 2-B,5
38,4,Light Side 6-F (Normal),16
39,3,Cantina 3-F,2
40,4,Fleet 1-D (Normal),11
41,3,Light Side 6-F (Normal),16
42,3,Fleet 1-C (Hard),5
43,1,Dark Side 8-B (Normal),13
44,1,Fleet 1-C (Hard),5
