battleID,userID,battle,n_sims
1,1,Dark Side 7-A (Hard),5
2,1,Light Side 6-A (Hard),2
3,1,Cantina 5-F,10
4,1,Cantina 5-E,20
5,1,Cantina 5-E,4
6,1,Fleet 2-E (Hard),5
7,3,Cantina 6-B,4
8,3,Light Side 6-B (Hard),5
9,3,Dark Side 7-D (Hard),1
10,3,Fleet 2-A (Hard),5
11,3,Fleet 3-D (Hard),1
12,3,Cantina 6-B,9
13,3,Dark Side 7-D (Hard),4
14,3,Fleet 3-D (Hard),4
15,3,Fleet 3-B (Hard),2
16,3,Light Side 8-D (Hard),4
17,1,Cantina 5-E,9
18,1,Light Side 6-A (Hard),3
19,1,Light Side 8-D (Hard),5
20,1,Fleet 1-B (Hard),5
21,1,Dark Side 9-B (Hard),1
22,1,Fleet 1-A (Normal),7
23,1,Dark Side 8-A (Hard),4
24,1,Fleet 2-E (Normal),4
25,3,Fleet 3-B (Hard),2
26,3,Light Side 8-D (Hard),1
27,3,Dark Side 5-D (Hard),3
