battleID,userID,battle,n_sims
1,1,Cantina 7-F,7
2,1,Dark Side 8-A (Hard),4
3,1,Light Side 8-D (Hard),4
4,1,Fleet 3-D (Hard),3
5,1,Fleet 3-B (Hard),4
6,3,Cantina 8-D,7
7,3,Dark Side 6-D (Hard),2
8,3,Dark Side 5-F (Hard),5
9,3,Light Side 1-D (Hard),5
10,3,Fleet 3-B (Hard),5
11,3,Fleet 3-D (Hard),1
12,1,Cantina 7-F,19
13,1,Dark Side 8-D (Hard),5
14,1,Fleet 1-B (Hard),5
15,1,Fleet 3-D (Hard),2
16,3,Cantina 8-D,4
17,3,Light Side 6-B (Hard),5
18,3,Fleet 4-B (Hard),5
19,3,Fleet 3-D (Hard),1
20,3,Dark Side 6-D (Hard),3
21,1,Dark Side 8-A (Hard),2
