battleID,userID,battle,n_sims
1,2,Cantina 2-F,7
2,2,Dark Side 5-B (Hard),5
3,2,Light Side 5-D (Hard),2
4,2,Cantina 2-F,6
5,2,Light Side 6-A (Normal),6
6,2,Fleet 1-C (Hard),3
7,2,Fleet 2-D (Hard),3
8,3,Cantina 4-B,10
9,3,Light Side 5-D (Hard),2
10,3,Dark Side 5-B (Hard),5
11,3,Light Side 7-E (Normal),5
12,3,Fleet 1-C (Hard),3
13,3,Fleet 2-D (Hard),3
14,1,Dark Side 5-B (Hard),5
15,1,Light Side 5-D (Hard),1
16,1,Cantina 7-A,4
17,1,Dark Side 7-E (Normal),6
18,1,Fleet 2-D (Hard),3
19,1,Fleet 3-C (Hard),3
20,4,Cantina 4-B,20
21,4,Cantina 4-B,14
22,4,Dark Side 6-D (Hard),5
23,4,Dark Side 5-B (Hard),5
24,4,Fleet 1-C (Hard),3
25,4,Fleet 2-D (Hard),3
26,2,Cantina 2-F,20
27,2,Cantina 2-F,2
28,2,Light Side 5-D (Hard),3
29,2,Dark Side 6-D (Hard),5
30,3,Fleet 2-B (Hard),5
31,3,Cantina 4-B,18
32,3,Light Side 5-D (Hard),3
33,3,Dark Side 6-D (Hard),4
34,4,Fleet 2-B (Hard),5
35,4,Cantina 4-B,6
36,4,Light Side 5-D (Hard),3
37,4,Dark Side 1-A (Hard),5
38,1,Dark Side 6-D (Hard),5
39,1,Cantina 7-A,16
40,1,Light Side 5-D (Hard),1
