battleID,userID,battle,n_sims
1,1,Cantina 8-B,11
2,1,Dark Side 9-B (Hard),5
3,1,Dark Side 5-D (Hard),5
4,1,Light Side 8-D (Hard),5
5,1,Light Side 8-H (Normal),20
6,1,Fleet 1-B (Hard),5
7,3,Cantina 5-D,5
8,3,Light Side 6-B (Hard),5
9,3,Dark Side 7-D (Hard),3
10,3,Fleet 2-A (Hard),5
11,3,Fleet 3-D (Hard),2
12,1,Fleet 5-A (Hard),5
13,1,Cantina 8-B,7
14,1,Light Side 8-H (Normal),16
15,1,Fleet 5-A (Hard),2
16,1,Fleet 5-H (Normal),7
17,3,Cantina 5-D,9
18,3,Dark Side 7-D (Hard),2
19,3,Light Side 8-D (Hard),5
20,3,Dark Side 9-B (Hard),1
21,3,Fleet 2-E (Hard),5
22,3,Dark Side 9-B (Hard),4
23,3,Fleet 3-D (Hard),2
24,1,Light Side 8-H (Normal),8
25,1,Fleet 5-H (Normal),4
