battleID,userID,battle,n_sims
1,3,Cantina 8-D,7
2,3,Dark Side 6-D (Hard),1
3,3,Dark Side 5-F (Hard),5
4,3,Light Side 1-D (Hard),5
5,3,Fleet 3-D (Hard),3
6,3,Fleet 3-B (Hard),3
7,1,Cantina 7-F,6
8,1,Dark Side 8-A (Hard),3
9,1,Light Side 8-D (Hard),5
10,1,Fleet 3-D (Hard),3
11,1,Fleet 3-B (Hard),3
12,1,Dark Side 9-E (Normal),8
13,1,Fleet 4-A (Normal),4
14,3,Fleet 3-B (Hard),2
15,3,Light Side 8-G (Normal),8
16,3,Cantina 8-D,4
17,3,Light Side 6-B (Hard),5
18,3,Fleet 4-B (Hard),5
19,3,Dark Side 6-D (Hard),5
20,3,Dark Side 5-F (Hard),2
21,3,Fleet 3-D (Hard),1
22,1,Cantina 7-F,19
23,1,Dark Side 8-D (Hard),5
24,1,Fleet 1-B (Hard),5
25,1,Dark Side 8-A (Hard),2
26,1,Fleet 3-D (Hard),3
