battleID,userID,battle,n_sims
1,1,Cantina 7-F,6
2,1,Fleet 3-D (Hard),3
3,1,Fleet 3-B (Hard),2
4,1,Dark Side 9-E (Normal),16
5,3,Cantina 8-D,6
6,3,Dark Side 5-F (Hard),5
7,3,Light Side 1-D (Hard),5
8,3,Fleet 3-D (Hard),5
9,3,Dark Side 7-D (Hard),1
10,1,Fleet 3-B (Hard),2
11,1,Dark Side 9-E (Normal),8
12,1,Cantina 7-F,19
13,1,Dark Side 8-A (Hard),5
14,1,Fleet 1-B (Hard),5
15,1,Fleet 3-D (Hard),2
16,1,Dark Side 9-E (Normal),3
17,3,Cantina 8-D,4
18,3,Light Side 6-B (Hard),5
19,3,Fleet 4-B (Hard),5
20,3,Dark Side 6-D (Hard),4
