battleID,userID,battle,n_sims
1,3,Cantina 8-D,7
2,3,Dark Side 6-D (Hard),3
3,3,Dark Side 5-F (Hard),5
4,3,Fleet 3-D (Hard),4
5,3,Dark Side 7-D (Hard),2
6,3,Fleet 3-B (Hard),2
7,1,Cantina 7-F,6
8,1,Dark Side 8-A (Hard),4
9,1,Fleet 3-B (Hard),5
10,1,Dark Side 9-E (Normal),9
11,3,Cantina 8-D,11
12,3,Light Side 6-B (Hard),5
13,3,Fleet 4-B (Hard),5
14,3,Fleet 3-D (Hard),1
15,3,Dark Side 6-D (Hard),2
16,1,Cantina 7-F,19
17,1,Dark Side 8-D (Hard),5
18,1,Fleet 1-B (Hard),5
19,1,Fleet 3-D (Hard),3
20,1,Dark Side 8-A (Hard),1
