battleID,userID,battle,n_sims
1,1,Cantina 1-F,7
2,2,Cantina 2-B,0
3,2,Cantina 2-B,0
4,3,Fleet 1-A (Normal),0
5,2,Cantina 2-B,0
6,2,Cantina 2-B,0
7,3,Fleet 1-A (Normal),0
8,2,Cantina 2-B,0
9,2,Cantina 2-B,0
10,3,Fleet 1-A (Normal),0
11,2,Cantina 2-B,0
12,2,Dark Side 1-A (Hard),0
13,2,Dark Side 1-A (Hard),0
14,3,Cantina 2-B,7
15,2,Dark Side 1-A (Hard),0
16,2,Dark Side 1-A (Hard),0
17,2,Dark Side 1-A (Hard),0
18,3,Dark Side 1-A (Hard),5
19,1,Fleet 2-B (Hard),5
20,1,Dark Side 1-A (Hard),5
21,2,Light Side 5-D (Hard),0
22,2,Light Side 5-D (Hard),0
23,3,Light Side 5-D (Hard),3
24,1,Light Side 5-D (Hard),2
25,1,Light Side 5-D (Hard),1
26,2,Cantina 2-B,0
27,2,Cantina 2-B,0
28,2,Cantina 2-B,0
29,2,Cantina 2-B,0
30,1,Cantina 1-F,16
31,2,Cantina 2-B,0
32,2,Cantina 2-B,0
33,2,Cantina 2-B,0
34,2,Cantina 2-B,0
35,2,Cantina 2-B,0
36,2,Cantina 2-B,0
37,2,Cantina 2-B,0
38,2,Cantina 2-B,0
39,2,Cantina 2-B,0
40,2,Cantina 2-B,0
41,2,Cantina 2-B,0
42,2,Cantina 2-B,0
43,2,Cantina 2-B,0
44,2,Cantina 2-B,0
45,2,Cantina 2-B,0
46,2,Cantina 2-B,0
47,2,Cantina 2-B,0
48,2,Cantina 2-B,0
49,2,Cantina 2-B,0
50,2,Cantina 2-B,0
51,2,Cantina 2-B,0
52,2,Cantina 2-B,0
53,2,Cantina 2-B,0
54,2,Cantina 2-B,0
55,2,Cantina 2-B,0
56,2,Cantina 2-B,0
57,2,Cantina 2-B,0
58,2,Cantina 2-B,0
59,2,Cantina 2-B,0
60,2,Cantina 2-B,0
61,2,Cantina 2-B,0
62,2,Cantina 2-B,0
63,2,Cantina 2-B,0
64,2,Cantina 2-B,0
65,2,Cantina 2-B,0
66,2,Cantina 2-B,0
67,2,Cantina 2-B,0
68,2,Cantina 2-B,0
69,2,Cantina 2-B,0
70,1,Cantina 2-B,15
71,2,Cantina 2-B,0
72,2,Cantina 2-B,0
73,2,Cantina 2-B,0
74,2,Light Side 5-D (Hard),0
75,2,Light Side 5-D (Hard),0
76,2,Light Side 5-D (Hard),0
77,3,Fleet 1-A (Normal),17
78,2,Cantina 2-B,0
79,2,Cantina 2-B,0
80,2,Cantina 2-B,0
81,2,Cantina 2-B,0
82,2,Cantina 2-B,0
83,2,Cantina 2-B,0
84,2,Cantina 2-B,0
85,2,Light Side 5-A (Normal),0
86,2,Light Side 5-A (Normal),0
87,2,Light Side 5-A (Normal),0
88,2,Light Side 5-A (Normal),0
89,2,Light Side 5-A (Normal),0
90,2,Light Side 5-A (Normal),0
91,2,Light Side 5-A (Normal),0
92,2,Light Side 5-A (Normal),0
93,2,Light Side 5-A (Normal),0
94,2,Cantina 2-B,0
95,2,Cantina 2-B,0
96,2,Cantina 2-B,0
97,1,Cantina 1-F,7
98,2,Cantina 2-B,0
99,1,Light Side 5-D (Hard),2
100,2,Cantina 2-B,0
101,2,Cantina 2-B,0
102,2,Cantina 2-B,0
103,2,Light Side 4-K (Normal),0
104,2,Dark Side 3-B (Normal),0
105,2,Dark Side 3-B (Normal),0
106,2,Dark Side 3-B (Normal),0
107,2,Light Side 4-K (Normal),0
108,2,Light Side 4-K (Normal),0
109,2,Light Side 4-K (Normal),0
110,2,Light Side 4-K (Normal),0
111,2,Light Side 4-K (Normal),0
112,2,Light Side 4-K (Normal),0
113,2,Light Side 4-J (Normal),0
114,2,Light Side 4-K (Normal),0
115,2,Light Side 4-K (Normal),0
116,1,Dark Side 8-H (Normal),6
117,3,Light Side 5-D (Hard),2
118,3,Cantina 2-B,9
119,3,Light Side 6-G (Normal),10
120,3,Light Side 6-G (Normal),7
121,1,Fleet 1-C (Hard),5
122,1,Cantina 1-F,2
123,2,Dark Side 2-A (Normal),0
124,2,Dark Side 2-A (Normal),0
125,2,Dark Side 2-A (Normal),0
126,2,Dark Side 2-A (Normal),0
127,3,Cantina 2-B,5
128,2,Dark Side 2-A (Normal),0
129,3,Fleet 1-A (Normal),15
130,2,Dark Side 2-A (Normal),0
131,2,Dark Side 2-A (Normal),0
132,2,Dark Side 2-A (Normal),0
133,2,Dark Side 2-A (Normal),0
134,2,Dark Side 2-A (Normal),0
135,2,Dark Side 2-A (Normal),0
136,2,Dark Side 2-A (Normal),0
137,2,Dark Side 2-A (Normal),0
138,2,Light Side 5-F (Normal),6
139,2,Cantina 2-B,0
140,2,Cantina 2-B,0
141,2,Cantina 2-B,0
142,2,Cantina 2-B,0
143,2,Cantina 2-B,0
144,2,Cantina 2-B,0
145,1,Fleet 2-D (Hard),5
146,1,Cantina 1-F,5
147,1,Dark Side 8-H (Normal),1
148,1,Dark Side 8-H (Normal),1
149,1,Light Side 8-H (Normal),3
150,1,Light Side 8-H (Normal),2
151,1,Dark Side 8-H (Normal),10
