battleID,userID,battle,n_sims
1,3,Cantina 8-D,4
2,3,Fleet 3-D (Hard),5
3,3,Light Side 6-B (Hard),5
4,3,Light Side 5-D (Hard),1
5,3,Fleet 3-B (Hard),2
6,1,Dark Side 7-A (Hard),5
7,1,Cantina 8-F,12
8,1,Cantina 8-F,7
9,1,Light Side 6-A (Hard),2
10,1,Fleet 2-E (Hard),5
11,1,Fleet 1-B (Hard),2
12,3,Cantina 8-D,7
13,3,Dark Side 7-D (Hard),5
14,3,Fleet 3-B (Hard),3
15,3,Light Side 5-D (Hard),4
16,3,Fleet 3-C (Hard),2
17,1,Cantina 8-C,6
18,1,Light Side 6-A (Hard),3
19,1,Dark Side 8-A (Hard),5
20,1,Fleet 1-B (Hard),3
21,1,Fleet 3-C (Normal),7
22,1,Light Side 8-D (Hard),4
23,1,Fleet 3-C (Normal),4
24,3,Fleet 3-C (Hard),2
25,3,Light Side 7-D (Hard),4
